# Simulated data set created 2025-05-29 14:12 (500 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: (((A<1>,B<2>)<7>,C<3>)<6>,D<4>)<5>
# Sigma2: 0.5,1.0,1.5,3.0,3.5,2.0,2.5
DESC	GENE_ID	A	B	C	D
SIG1	transcript477	4.50417	3.30504	3.29809	173.455
SIG1	transcript478	298136	3.27022e+06	38069.8	2984.91
SIG1	transcript479	14.6491	26.2074	13.323	4.78633
SIG1	transcript480	1135.73	191.736	175.349	40.9195
SIG1	transcript481	1381.06	486.844	126.681	2.33393
SIG1	transcript482	166.693	1219.4	11.9759	80.188
SIG1	transcript483	2469.34	1732.76	15404.4	1607.47
SIG1	transcript484	257.016	129.11	295.659	123.129
SIG1	transcript485	142343	50901.6	60291.9	467.808
SIG1	transcript486	1142.35	761.594	25.8817	4694.4
SIG1	transcript487	86986.9	102687	30651.6	207.611
SIG1	transcript488	2.56707	21.5147	3.69556	0.177625
SIG1	transcript489	42.507	667.864	9.32056	1775.03
SIG1	transcript490	335.23	98.5201	343.603	232113
SIG1	transcript491	7.02021	0.0585516	95.7516	0.319507
SIG1	transcript492	140.047	92.7224	268.966	10935
SIG1	transcript493	893.615	43.653	702.525	24.8513
SIG1	transcript494	4.95174	13.0179	20.8345	1.1983
SIG1	transcript495	2154.59	30920.5	3941.5	3020.55
SIG1	transcript496	26.7283	13.6035	53.8475	0.0726146
SIG1	transcript497	2.24605	8.33608	0.000761136	0.859372
SIG1	transcript498	191.113	0.649743	6658.88	18923.8
SIG1	transcript499	75.3443	708.534	596.329	173.302
