# Simulated data set created 2022-07-27 16:08 (1000 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Sigma: 1
DESC	FID	sp1	sp2	sp3	sp4	sp5	sp6	sp7	sp8
SIG1	transcript291	4.52091	1.23451	10.1569	5.10462	14.083	0.222631	0.222631	0
SIG1	transcript292	104588	1876.49	4194.25	3793.11	1876.49	1254.99	63275.9	1876.49
SIG1	transcript293	3793.11	17131.7	458.736	758.884	507.343	339.068	1387.78	1696.97
SIG1	transcript294	8.12534	17.4409	8.12534	2.69335	23.9302	9.09013	91.0759	2.3402
SIG1	transcript295	339.068	1254.99	0.222631	0.827621	1.47075	3.99302	17.4409	10.1569
SIG1	transcript296	11.3365	0.827621	8.12534	0.222631	40.2064	3.08383	0.222631	306.552
SIG1	transcript297	8476.97	42329.6	3793.11	28317.1	23160.6	3793.11	1134.89	74.3096
SIG1	transcript298	0.827621	3.5156	1.02085	1.23451	0.827621	1.02085	0.827621	32.703
SIG1	transcript299	111.575	67.1087	1.47075	136.637	3.5156	167.28	620.515	4.52091
SIG1	transcript300	1387.78	5128.24	136.637	250.549	185.071	3430.33	1026.28	167.28
SIG1	transcript301	21.5465	4.52091	3.99302	19.3906	91.0759	36.2663	29.4804	49.3802
SIG1	transcript302	54.7067	0.351895	14.083	6.46369	1.47075	4.52091	15.6777	839.224
SIG1	transcript303	306.552	60.5964	26.566	185.071	758.884	3102.24	123.477	250.549
SIG1	transcript304	91.0759	21.5465	2.3402	15.6777	2.02082	6.46369	414.778	67.1087
SIG1	transcript305	36.2663	151.189	1.47075	2.02082	10.1569	167.28	2.02082	40.2064
SIG1	transcript306	620.515	507.343	1387.78	67.1087	204.744	74.3096	21.5465	40.2064
SIG1	transcript307	91.0759	91.0759	67.1087	5.75004	4.52091	414.778	100.811	686.226
SIG1	transcript308	3.08383	2.02082	1.02085	3.99302	17.4409	32.703	2.3402	0.494826
SIG1	transcript309	6.46369	1.02085	0.494826	0.105726	0.827621	54.7067	0.105726	4.52091
SIG1	transcript310	10364.4	4194.25	17.4409	29.4804	74.3096	9.09013	204.744	23.9302
SIG1	transcript311	19.3906	185.071	6.46369	2.69335	3.5156	111.575	1.73198	100.811
SIG1	transcript312	3793.11	4194.25	42329.6	14012	31311.1	17131.7	306.552	9373.31
SIG1	transcript313	226.497	3.99302	82.2718	17.4409	36.2663	82.2718	3.08383	0.652869
SIG1	transcript314	1254.99	5670.54	686.226	123.477	339.068	10364.4	2805.51	2294.47
SIG1	transcript315	54.7067	21.5465	67.1087	12.6408	2.02082	60.5964	2537.16	561.088
SIG1	transcript316	7666.33	20946	4637.8	5128.24	2805.51	250.549	638472	2294.47
SIG1	transcript317	1134.89	1134.89	458.736	250.549	1876.49	1696.97	561.088	4194.25
SIG1	transcript318	561.088	28317.1	167.28	49.3802	561.088	9373.31	15493.5	1696.97
SIG1	transcript319	0.222631	2.02082	0.494826	3.5156	3.99302	4.52091	2.02082	1.73198
SIG1	transcript320	758.884	36.2663	1026.28	9373.31	91.0759	1254.99	2.3402	67.1087
SIG1	transcript321	69966	8476.97	306.552	339.068	49.3802	1387.78	839.224	1876.49
SIG1	transcript322	9.09013	21.5465	21.5465	60.5964	1.47075	2.69335	7.2528	0
SIG1	transcript323	26.566	1.23451	1254.99	4194.25	3102.24	42329.6	4637.8	82.2718
SIG1	transcript324	2.02082	0.652869	3.08383	5.75004	14.083	0.105726	54.7067	507.343
SIG1	transcript325	74.3096	111.575	12.6408	29.4804	0.494826	3.08383	5.10462	36.2663
SIG1	transcript326	277.144	167.28	49.3802	167.28	686.226	1876.49	2805.51	1.47075
SIG1	transcript327	82.2718	3.5156	1.47075	0	0	226.497	4.52091	277.144
SIG1	transcript328	44.563	4.52091	74.3096	561.088	12.6408	36.2663	14.083	14.083
SIG1	transcript329	1387.78	151.189	1876.49	250.549	250.549	507.343	185.071	15.6777
SIG1	transcript330	136.637	167.28	32.703	277.144	82.2718	54.7067	21.5465	928.058
SIG1	transcript331	1696.97	2294.47	82.2718	185.071	14012	3102.24	339.068	20946
SIG1	transcript332	7.2528	4.52091	2.02082	1.02085	0.494826	0.827621	15.6777	10.1569
SIG1	transcript333	11460.3	12672.1	11460.3	12672.1	17131.7	18943.1	127872	928.058
SIG1	transcript334	2.02082	1.23451	151.189	226.497	5.75004	277.144	3.08383	23.9302
SIG1	transcript335	115645	1534.61	472279	38282.1	12672.1	1876.49	8476.97	204.744
SIG1	transcript336	375.022	54.7067	49.3802	458.736	1876.49	54.7067	185.071	23160.6
SIG1	transcript337	91.0759	561.088	185.071	250.549	123.477	1026.28	1876.49	141392
SIG1	transcript338	1696.97	3102.24	1254.99	458.736	2805.51	226.497	561.088	100.811
SIG1	transcript339	40.2064	0.222631	36.2663	1.02085	5.10462	0	0.652869	1.23451
SIG1	transcript340	1876.49	458.736	23160.6	20946	172870	20946	339.068	1134.89
SIG1	transcript341	561.088	1876.49	1876.49	561.088	204.744	14.083	123.477	839.224
SIG1	transcript342	204.744	1254.99	49.3802	67.1087	123.477	339.068	40.2064	111.575
SIG1	transcript343	620.515	277.144	226.497	250.549	306.552	928.058	123.477	4194.25
SIG1	transcript344	54.7067	1026.28	91.0759	32.703	204.744	17.4409	250.549	2294.47
SIG1	transcript345	9373.31	14012	375.022	620.515	94587.1	15493.5	3793.11	386280
SIG1	transcript346	74.3096	5.10462	758.884	277.144	620.515	67.1087	5.75004	20946
SIG1	transcript347	29.4804	3102.24	2294.47	8476.97	185.071	1254.99	3793.11	185.071
SIG1	transcript348	458.736	414.778	54.7067	458.736	839.224	3102.24	18943.1	26.566
SIG1	transcript349	28317.1	23160.6	1387.78	928.058	1134.89	3430.33	18943.1	1696.97
SIG1	transcript350	60.5964	6.46369	151.189	1387.78	11.3365	23.9302	5.10462	23.9302
SIG1	transcript351	6.46369	0.351895	151.189	686.226	40.2064	23.9302	49.3802	758.884
SIG1	transcript352	339.068	686.226	5670.54	4637.8	9373.31	839.224	6270.17	67.1087
SIG1	transcript353	151.189	1026.28	185.071	67.1087	44.563	2.02082	3.5156	686.226
SIG1	transcript354	38282.1	928.058	104588	211357	2294.47	34621.6	136.637	507.343
SIG1	transcript355	3430.33	34621.6	561.088	185.071	226.497	1254.99	2805.51	36.2663
SIG1	transcript356	123.477	1134.89	12.6408	32.703	1.23451	67.1087	26.566	2.02082
SIG1	transcript357	151.189	10364.4	277.144	123.477	17.4409	32.703	2074.98	2074.98
SIG1	transcript358	1.73198	12.6408	32.703	5.75004	74.3096	19.3906	17.4409	74.3096
SIG1	transcript359	1.47075	3.5156	375.022	414.778	5.75004	8.12534	44.563	82.2718
SIG1	transcript360	3.5156	5.75004	2.02082	0.105726	5.10462	2.69335	3.08383	226.497
SIG1	transcript361	29.4804	1.23451	111.575	250.549	14.083	54.7067	32.703	136.637
SIG1	transcript362	100.811	5.10462	375.022	4194.25	686.226	620.515	1254.99	1696.97
SIG1	transcript363	7.2528	0.351895	3.5156	0	9.09013	2.02082	1.02085	0.105726
SIG1	transcript364	375.022	5670.54	23160.6	20946	5128.24	136.637	1876.49	136.637
SIG1	transcript365	226.497	339.068	12672.1	10364.4	46805.1	839.224	250.549	1254.99
SIG1	transcript366	7666.33	6933.2	17131.7	15493.5	38282.1	9373.31	375.022	4637.8
SIG1	transcript367	3102.24	1134.89	5670.54	2294.47	3102.24	63275.9	10364.4	25609.4
SIG1	transcript368	620.515	12672.1	1254.99	1026.28	54.7067	4637.8	60.5964	686.226
SIG1	transcript369	2.69335	1.73198	3.99302	23.9302	2.69335	14.083	15.6777	1.23451
SIG1	transcript370	7.2528	1.47075	0.827621	0.105726	1.23451	8.12534	5.75004	7.2528
SIG1	transcript371	9.09013	9.09013	4.52091	1.23451	1026.28	91.0759	277.144	44.563
SIG1	transcript372	414.778	19.3906	6270.17	1696.97	1534.61	1534.61	32.703	204.744
SIG1	transcript373	123.477	26.566	6270.17	7666.33	620.515	91.0759	2.69335	4.52091
SIG1	transcript374	38282.1	3430.33	57225.6	191147	954405	315942	1534.61	250.549
SIG1	transcript375	2537.16	1026.28	67.1087	414.778	204.744	44.563	686.226	136.637
SIG1	transcript376	3.5156	1.47075	2537.16	3793.11	12.6408	32.703	32.703	7.2528
SIG1	transcript377	136.637	2074.98	1534.61	758.884	1134.89	23160.6	1387.78	686.226
SIG1	transcript378	82.2718	100.811	414.778	123.477	1134.89	17.4409	4637.8	3.5156
SIG1	transcript379	23.9302	32.703	5128.24	3793.11	414.778	36.2663	204.744	1134.89
SIG1	transcript380	1696.97	111.575	507.343	306.552	839.224	620.515	1534.61	44.563
SIG1	transcript381	507.343	204.744	375.022	928.058	3793.11	686.226	23160.6	5670.54
SIG1	transcript382	3.99302	32.703	12.6408	26.566	91.0759	5.10462	10.1569	1696.97
SIG1	transcript383	250.549	19.3906	7666.33	1387.78	40.2064	620.515	49.3802	4.52091
SIG1	transcript384	136.637	1534.61	2.69335	8.12534	49.3802	250.549	1026.28	74.3096
SIG1	transcript385	3.5156	277.144	32.703	561.088	6.46369	82.2718	17.4409	26.566
SIG1	transcript386	1.23451	6.46369	4.52091	0.105726	1.23451	23.9302	7.2528	0.827621
SIG1	transcript387	15.6777	60.5964	14.083	5.10462	2.02082	23.9302	7.2528	1876.49
SIG1	transcript388	12.6408	250.549	74.3096	29.4804	17.4409	10.1569	111.575	458.736
SIG1	transcript389	17.4409	250.549	0.105726	3.5156	2.02082	5.75004	82.2718	5670.54
SIG1	transcript390	2.02082	1.47075	1.02085	2.02082	4.52091	29.4804	0.222631	0
SIG1	transcript391	40.2064	21.5465	0.351895	11.3365	4.52091	8.12534	12.6408	8.12534
SIG1	transcript392	2537.16	2805.51	10.1569	23.9302	1134.89	686.226	306.552	375.022
SIG1	transcript393	339.068	414.778	758.884	620.515	2074.98	82.2718	10364.4	91.0759
SIG1	transcript394	306.552	17131.7	226.497	10.1569	1696.97	5128.24	3102.24	6270.17
SIG1	transcript395	5.10462	10.1569	15.6777	44.563	3.08383	7.2528	136.637	60.5964
SIG1	transcript396	15493.5	14012	686.226	1134.89	49.3802	414.778	36.2663	5670.54
SIG1	transcript397	928.058	1254.99	15493.5	1876.49	686.226	375.022	123.477	277.144
SIG1	transcript398	928.058	6270.17	25609.4	4194.25	20946	6933.2	3793.11	57225.6
SIG1	transcript399	349345	315942	42329.6	23160.6	7666.33	17131.7	1.92871e+06	74.3096
SIG1	transcript400	620.515	458.736	67.1087	339.068	2294.47	17131.7	686.226	111.575
SIG1	transcript401	36.2663	29.4804	167.28	458.736	5128.24	54.7067	15.6777	2074.98
SIG1	transcript402	5.75004	111.575	54.7067	29.4804	9.09013	17.4409	5.10462	1.02085
SIG1	transcript403	928.058	4637.8	2294.47	758.884	620.515	14012	19.3906	0.494826
SIG1	transcript404	839.224	23.9302	4637.8	277.144	1254.99	1387.78	5128.24	507.343
SIG1	transcript405	44.563	21.5465	1.02085	8.12534	32.703	67.1087	82.2718	1876.49
SIG1	transcript406	1.47075	0.105726	8.12534	4.52091	0.222631	12.6408	0.652869	0
SIG1	transcript407	561.088	91.0759	26.566	9.09013	44.563	49.3802	204.744	0.827621
SIG1	transcript408	74.3096	1.02085	8.12534	1.47075	0.351895	1.73198	1.02085	7666.33
SIG1	transcript409	458.736	2294.47	1696.97	2537.16	185.071	3102.24	226.497	1026.28
SIG1	transcript410	26.566	0.351895	1.23451	15.6777	3.5156	11.3365	5.10462	36.2663
SIG1	transcript411	458.736	226.497	204.744	185.071	17.4409	561.088	44.563	3.99302
SIG1	transcript412	1387.78	3430.33	686.226	2074.98	151.189	3102.24	54.7067	57225.6
SIG1	transcript413	10364.4	12672.1	15493.5	8476.97	1254.99	10364.4	94587.1	928.058
SIG1	transcript414	25609.4	185.071	11.3365	2.02082	6.46369	100.811	9373.31	82.2718
SIG1	transcript415	19.3906	458.736	306.552	1254.99	928.058	204.744	100.811	620.515
SIG1	transcript416	54.7067	0.351895	2.3402	2.3402	1.02085	2.3402	1.23451	2.02082
SIG1	transcript417	123.477	29.4804	60.5964	19.3906	277.144	226.497	1.73198	11.3365
SIG1	transcript418	40.2064	151.189	0.652869	0.351895	0.351895	3.99302	1.47075	0.827621
SIG1	transcript419	29.4804	100.811	6.46369	6.46369	21.5465	0	620.515	185.071
SIG1	transcript420	5670.54	104588	928.058	1134.89	3430.33	1876.49	3430.33	2805.51
SIG1	transcript421	1.47075	12.6408	167.28	15.6777	21.5465	12.6408	8.12534	0.351895
SIG1	transcript422	2.02082	2.3402	32.703	3.08383	136.637	5.75004	6.46369	49.3802
SIG1	transcript423	561.088	67.1087	3102.24	4637.8	686.226	226.497	10.1569	306.552
SIG1	transcript424	14.083	0	277.144	250.549	204.744	21.5465	151.189	2.3402
SIG1	transcript425	758.884	5670.54	1534.61	458.736	458.736	49.3802	458.736	315942
SIG1	transcript426	7.2528	414.778	277.144	49.3802	306.552	167.28	638472	1876.49
SIG1	transcript427	2.02082	0.827621	7.2528	17.4409	11.3365	2.02082	928.058	0.222631
SIG1	transcript428	620.515	136.637	620.515	458.736	1696.97	40.2064	5.75004	226.497
SIG1	transcript429	375.022	620.515	29.4804	26.566	32.703	414.778	91.0759	2537.16
SIG1	transcript430	0.222631	1.23451	17.4409	4.52091	3.08383	0.222631	1.73198	0.652869
SIG1	transcript431	17131.7	2537.16	10.1569	29.4804	928.058	36.2663	3.99302	111.575
SIG1	transcript432	1534.61	339.068	4194.25	9373.31	38282.1	928.058	69966	250.549
SIG1	transcript433	1696.97	375.022	5670.54	25609.4	42329.6	339.068	2294.47	686.226
SIG1	transcript434	2537.16	2294.47	74.3096	458.736	167.28	14.083	32.703	5.10462
SIG1	transcript435	458.736	507.343	4194.25	15493.5	7666.33	277.144	54.7067	74.3096
SIG1	transcript436	1534.61	928.058	3793.11	12672.1	414.778	620.515	91.0759	1254.99
SIG1	transcript437	1.47075	8.12534	4.52091	32.703	7.2528	0.105726	123.477	5670.54
SIG1	transcript438	1.02085	11.3365	15.6777	9.09013	185.071	3.99302	1.23451	0.827621
SIG1	transcript439	111.575	306.552	49.3802	250.549	185.071	277.144	111.575	7.2528
SIG1	transcript440	12.6408	15.6777	9.09013	82.2718	167.28	9.09013	7.2528	3.5156
SIG1	transcript441	32.703	74.3096	5.75004	0	4.52091	4.52091	67.1087	2.02082
SIG1	transcript442	458.736	4637.8	185.071	91.0759	414.778	250.549	1026.28	4194.25
SIG1	transcript443	839.224	1134.89	32.703	74.3096	226.497	8.12534	6.46369	74.3096
SIG1	transcript444	6.46369	167.28	1696.97	2294.47	620.515	375.022	414.778	82.2718
SIG1	transcript445	1387.78	151.189	185.071	226.497	60.5964	375.022	3102.24	82.2718
SIG1	transcript446	1254.99	94587.1	12672.1	57225.6	1387.78	6933.2	5128.24	25609.4
SIG1	transcript447	306.552	36.2663	5.75004	49.3802	21.5465	9.09013	6.46369	29.4804
SIG1	transcript448	151.189	414.778	10.1569	0.351895	15.6777	1026.28	185.071	306.552
SIG1	transcript449	6270.17	4637.8	5128.24	2074.98	686.226	507.343	151.189	5670.54
SIG1	transcript450	111.575	458.736	44.563	54.7067	458.736	226.497	3793.11	928.058
SIG1	transcript451	277.144	67.1087	620.515	758.884	74.3096	226.497	12672.1	15493.5
SIG1	transcript452	17131.7	5670.54	204.744	458.736	111.575	2537.16	3793.11	5128.24
SIG1	transcript453	3102.24	2294.47	11.3365	23.9302	54.7067	23.9302	5670.54	561.088
SIG1	transcript454	5.75004	12.6408	561.088	123.477	5.75004	12.6408	67.1087	67.1087
SIG1	transcript455	458.736	1387.78	21.5465	15.6777	0.652869	82.2718	1254.99	14.083
SIG1	transcript456	111.575	375.022	226.497	414.778	250.549	2294.47	100.811	458.736
SIG1	transcript457	561.088	620.515	10.1569	9.09013	12.6408	67.1087	204.744	38282.1
SIG1	transcript458	5.75004	29.4804	2537.16	204.744	67.1087	74.3096	10.1569	111.575
SIG1	transcript459	5128.24	204.744	29.4804	54.7067	4.52091	620.515	51753.7	1876.49
SIG1	transcript460	167.28	82.2718	6.46369	67.1087	250.549	6.46369	306.552	8.12534
SIG1	transcript461	14.083	3.08383	0.652869	2.02082	0.827621	8.12534	1.47075	2.02082
SIG1	transcript462	67.1087	60.5964	26.566	12.6408	0.494826	14.083	1.02085	7.2528
SIG1	transcript463	46805.1	20946	38282.1	25609.4	3793.11	18943.1	5128.24	2294.47
SIG1	transcript464	3.08383	5.75004	19.3906	0.827621	0	26.566	0	21.5465
SIG1	transcript465	167.28	15.6777	29.4804	15.6777	15.6777	0.827621	277.144	85542.8
SIG1	transcript466	40.2064	375.022	375.022	23.9302	15.6777	339.068	111.575	49.3802
SIG1	transcript467	12672.1	620.515	758.884	414.778	1876.49	226.497	100.811	686.226
SIG1	transcript468	15493.5	306.552	31311.1	77363.4	18943.1	156341	100.811	49.3802
SIG1	transcript469	67.1087	3102.24	561.088	561.088	686.226	1254.99	839.224	167.28
SIG1	transcript470	14.083	0.222631	0.351895	1.02085	4.52091	9.09013	11.3365	339.068
SIG1	transcript471	167.28	26.566	9.09013	14.083	375.022	54.7067	29.4804	4194.25
SIG1	transcript472	6933.2	5670.54	6933.2	3793.11	8476.97	7666.33	54.7067	226.497
SIG1	transcript473	38282.1	3793.11	25609.4	2537.16	1696.97	2805.51	4194.25	1696.97
SIG1	transcript474	686.226	2537.16	57225.6	17131.7	349345	10364.4	2537.16	42329.6
SIG1	transcript475	277.144	3.5156	0.652869	14.083	3.5156	15.6777	3430.33	6933.2
SIG1	transcript476	11.3365	26.566	0.827621	0.494826	0.105726	23.9302	3.99302	2.02082
SIG1	transcript477	85542.8	1.29026e+06	25609.4	156341	94587.1	561.088	1696.97	1534.61
SIG1	transcript478	226.497	49.3802	12.6408	250.549	167.28	123.477	26.566	67.1087
SIG1	transcript479	5.10462	458.736	758.884	339.068	2537.16	91.0759	14.083	14.083
SIG1	transcript480	6933.2	250.549	6933.2	11460.3	1026.28	31311.1	18943.1	1134.89
SIG1	transcript481	1387.78	6933.2	17131.7	4637.8	686.226	8476.97	4194.25	44.563
SIG1	transcript482	3.99302	3.08383	100.811	67.1087	185.071	6.46369	1.47075	167.28
SIG1	transcript483	67.1087	136.637	67.1087	40.2064	21.5465	3102.24	2.02082	14.083
SIG1	transcript484	250.549	686.226	100.811	250.549	1387.78	250.549	82.2718	0.105726
SIG1	transcript485	127872	928.058	77363.4	4194.25	12672.1	250.549	339.068	6270.17
SIG1	transcript486	100.811	10.1569	4.52091	15.6777	5.10462	10.1569	0.494826	11.3365
SIG1	transcript487	1696.97	7666.33	67.1087	26.566	250.549	458.736	250.549	14012
SIG1	transcript488	32.703	1.23451	5.10462	7.2528	5.75004	11.3365	0.827621	2.69335
SIG1	transcript489	14.083	29.4804	1.23451	2.69335	74.3096	151.189	1534.61	11460.3
SIG1	transcript490	15.6777	9.09013	6.46369	67.1087	3.08383	2.02082	5.10462	1.02085
SIG1	transcript491	250.549	339.068	82.2718	11.3365	49.3802	29.4804	40.2064	1026.28
SIG1	transcript492	414.778	3.5156	17131.7	1387.78	4194.25	458.736	2074.98	6270.17
SIG1	transcript493	74.3096	111.575	91.0759	277.144	11.3365	9.09013	21.5465	1.02085
SIG1	transcript494	2.02082	3.99302	151.189	49.3802	44.563	100.811	82.2718	3.08383
SIG1	transcript495	204.744	458.736	19.3906	17.4409	3.5156	74.3096	136.637	2294.47
SIG1	transcript496	36.2663	0.222631	9.09013	15.6777	26.566	3.99302	0.105726	1.47075
SIG1	transcript497	10.1569	60.5964	0.827621	0	23.9302	3.99302	7.2528	3.5156
SIG1	transcript498	414.778	226.497	7666.33	3793.11	2537.16	1387.78	8.12534	185.071
SIG1	transcript499	561.088	1026.28	561.088	839.224	250.549	185.071	0.494826	1387.78
SIG1	transcript500	507.343	250.549	250.549	167.28	100.811	5.75004	620.515	1254.99
SIG1	transcript501	4194.25	1387.78	20946	10364.4	141392	2805.51	507.343	2294.47
SIG1	transcript502	1534.61	620.515	5670.54	3102.24	277.144	57225.6	1.05531e+06	167.28
SIG1	transcript503	2805.51	167.28	11.3365	29.4804	19.3906	11.3365	151.189	136.637
SIG1	transcript504	0	185.071	4.52091	26.566	19.3906	4.52091	4.52091	40.2064
SIG1	transcript505	3793.11	1696.97	1876.49	928.058	1876.49	1387.78	1876.49	686.226
SIG1	transcript506	3793.11	839.224	1134.89	5670.54	758.884	306.552	25609.4	226.497
SIG1	transcript507	74.3096	91.0759	561.088	204.744	36.2663	40.2064	339.068	23.9302
SIG1	transcript508	8476.97	60.5964	758.884	1254.99	111.575	185.071	29.4804	18943.1
SIG1	transcript509	82.2718	277.144	38282.1	4637.8	15493.5	8476.97	2805.51	4194.25
SIG1	transcript510	15.6777	36.2663	6.46369	3.08383	0.222631	10.1569	8.12534	151.189
SIG1	transcript511	9.09013	1.47075	32.703	11.3365	32.703	2.3402	74.3096	44.563
SIG1	transcript512	0	0.222631	11.3365	5.10462	19.3906	14.083	2.3402	29.4804
SIG1	transcript513	10364.4	3793.11	1134.89	136.637	277.144	2805.51	54.7067	0.827621
SIG1	transcript514	19.3906	339.068	82.2718	54.7067	91.0759	91.0759	204.744	0.222631
SIG1	transcript515	1.23451	49.3802	507.343	339.068	2074.98	7666.33	507.343	3.5156
SIG1	transcript516	60.5964	339.068	250.549	29.4804	82.2718	14.083	7.2528	375.022
SIG1	transcript517	1534.61	2294.47	10364.4	1696.97	928.058	758.884	123.477	1534.61
SIG1	transcript518	0	5.75004	17.4409	74.3096	23.9302	1534.61	4194.25	32.703
SIG1	transcript519	3.08383	0.827621	306.552	136.637	1534.61	339.068	10.1569	0.351895
SIG1	transcript520	10.1569	60.5964	4.52091	14.083	6270.17	32.703	7666.33	100.811
SIG1	transcript521	0.351895	40.2064	17.4409	204.744	7.2528	8.12534	561.088	5.10462
SIG1	transcript522	40.2064	91.0759	2537.16	458.736	928.058	686.226	82.2718	1.47075
SIG1	transcript523	758.884	123.477	561.088	1534.61	226.497	8476.97	15493.5	507.343
SIG1	transcript524	31311.1	1387.78	4637.8	2805.51	1534.61	686.226	54.7067	167.28
SIG1	transcript525	5.75004	11.3365	14.083	0	0.222631	36.2663	1.73198	7.2528
SIG1	transcript526	19.3906	2294.47	414.778	306.552	100.811	14012	11460.3	2805.51
SIG1	transcript527	100.811	36.2663	2.02082	6.46369	0.222631	36.2663	5.75004	74.3096
SIG1	transcript528	2805.51	928.058	51753.7	31311.1	561.088	375.022	38282.1	6270.17
SIG1	transcript529	2074.98	928.058	306.552	167.28	82.2718	306.552	91.0759	82.2718
SIG1	transcript530	306.552	2805.51	151.189	21.5465	67.1087	15.6777	1134.89	1.47075
SIG1	transcript531	36.2663	40.2064	49.3802	23.9302	620.515	561.088	18943.1	277.144
SIG1	transcript532	2.3402	14.083	0.351895	0.652869	9.09013	0.827621	82.2718	3102.24
SIG1	transcript533	49.3802	123.477	0.827621	11.3365	6.46369	82.2718	507.343	63275.9
SIG1	transcript534	91.0759	23.9302	74.3096	40.2064	136.637	167.28	686.226	49.3802
SIG1	transcript535	127872	28317.1	427121	46805.1	127872	141392	4637.8	1876.49
SIG1	transcript536	60.5964	1254.99	758.884	1534.61	1534.61	414.778	167.28	839.224
SIG1	transcript537	620.515	3793.11	2537.16	226.497	414.778	1026.28	1534.61	26.566
SIG1	transcript538	10364.4	6933.2	31311.1	12672.1	2294.47	3793.11	20946	151.189
SIG1	transcript539	67.1087	67.1087	111.575	277.144	414.778	100.811	204.744	74.3096
SIG1	transcript540	111.575	2074.98	1696.97	306.552	339.068	1387.78	60.5964	20946
SIG1	transcript541	21.5465	123.477	23.9302	60.5964	2.3402	67.1087	928.058	3.5156
SIG1	transcript542	339.068	82.2718	29.4804	12.6408	561.088	49.3802	758.884	620.515
SIG1	transcript543	686.226	2805.51	339.068	2805.51	6270.17	1534.61	1387.78	758.884
SIG1	transcript544	185.071	167.28	1876.49	928.058	758.884	839.224	91.0759	111.575
SIG1	transcript545	285732	1.16689e+06	38282.1	28317.1	51753.7	23160.6	315942	9373.31
SIG1	transcript546	250.549	2294.47	3102.24	2537.16	3430.33	928.058	1026.28	4637.8
SIG1	transcript547	7666.33	3102.24	127872	31311.1	12672.1	11460.3	507.343	258411
SIG1	transcript548	1.73198	1.23451	2.3402	44.563	29.4804	414.778	185.071	686.226
SIG1	transcript549	185.071	29.4804	507.343	1026.28	12672.1	123.477	100.811	54.7067
SIG1	transcript550	32.703	74.3096	49.3802	82.2718	19.3906	3.08383	10.1569	1876.49
SIG1	transcript551	686.226	8476.97	686.226	250.549	1387.78	54.7067	32.703	6.46369
SIG1	transcript552	3.08383	1.47075	3.99302	0.652869	8.12534	4.52091	226.497	8.12534
SIG1	transcript553	2.69335	7.2528	67.1087	23.9302	185.071	10.1569	9.09013	8.12534
SIG1	transcript554	0.105726	7.2528	4.52091	2.02082	11.3365	306.552	17.4409	4637.8
SIG1	transcript555	1534.61	1254.99	1.02085	2.02082	11.3365	44.563	1254.99	686.226
SIG1	transcript556	226.497	23.9302	42329.6	28317.1	285732	11460.3	6933.2	375.022
SIG1	transcript557	1876.49	375.022	928.058	1696.97	2805.51	44.563	17131.7	204.744
SIG1	transcript558	44.563	100.811	1696.97	4637.8	2074.98	1387.78	14.083	2.02082
SIG1	transcript559	6.46369	19.3906	5.10462	0	36.2663	0.351895	1.47075	1.02085
SIG1	transcript560	839.224	82.2718	21.5465	5.10462	100.811	123.477	758.884	67.1087
SIG1	transcript561	458.736	4194.25	758.884	4194.25	1254.99	18943.1	19.3906	7666.33
SIG1	transcript562	620.515	375.022	2537.16	375.022	11460.3	2537.16	250.549	839.224
SIG1	transcript563	1.73198	21.5465	0.105726	3.99302	0	0.652869	36.2663	91.0759
SIG1	transcript564	250.549	686.226	507.343	1026.28	10364.4	250.549	839.224	123.477
SIG1	transcript565	1696.97	7666.33	686.226	2537.16	11460.3	2074.98	250.549	1387.78
SIG1	transcript566	6270.17	1876.49	1254.99	26.566	3102.24	507.343	3793.11	507.343
SIG1	transcript567	1254.99	9373.31	23.9302	8.12534	26.566	226.497	339.068	3793.11
SIG1	transcript568	4194.25	928.058	414.778	686.226	839.224	60.5964	20946	375.022
SIG1	transcript569	8476.97	758.884	339.068	414.778	306.552	111.575	91.0759	2294.47
SIG1	transcript570	17131.7	20946	191147	69966	577423	386280	1026.28	5128.24
SIG1	transcript571	40.2064	686.226	414.778	226.497	339.068	36.2663	54.7067	51753.7
SIG1	transcript572	57225.6	1134.89	67.1087	151.189	6.46369	44.563	115645	34621.6
SIG1	transcript573	11460.3	561.088	2805.51	375.022	1254.99	1534.61	620.515	23160.6
SIG1	transcript574	561.088	3102.24	458.736	250.549	74.3096	1534.61	10364.4	6933.2
SIG1	transcript575	12.6408	1.02085	1.02085	0.494826	5.75004	6.46369	1.23451	21.5465
SIG1	transcript576	339.068	11460.3	375.022	839.224	686.226	928.058	250.549	23.9302
SIG1	transcript577	3793.11	2074.98	3102.24	2805.51	25609.4	42329.6	4194.25	315942
SIG1	transcript578	1534.61	375.022	3430.33	758.884	4637.8	34621.6	0.105726	40.2064
SIG1	transcript579	3.08383	21.5465	0.105726	3.99302	1.23451	0.827621	14.083	11.3365
SIG1	transcript580	9.09013	82.2718	4637.8	1254.99	1387.78	2805.51	2074.98	10364.4
SIG1	transcript581	9.09013	1.73198	67.1087	414.778	100.811	5.10462	9.09013	1.23451
SIG1	transcript582	1026.28	226.497	414.778	3793.11	375.022	2294.47	1387.78	1696.97
SIG1	transcript583	91.0759	123.477	9.09013	0	74.3096	151.189	44.563	21.5465
SIG1	transcript584	1387.78	74.3096	1.47075	1.02085	29.4804	2.02082	26.566	507.343
