DESC	FID	SAMPLETYPE	human	chimp	orang	baboon	macaque	gibbon	horse	cat	marmoset	cow	mouse	rat
L10	simfam1017	Brain	33.8689	15.6318	5.21059	67.7377	57.3165	33.8689	52.1059	52.1059	15.6318	96.396	33.8689	13.0265
L10	simfam1018	Brain	18.2371	20.8424	5.2106	59.9218	44.2901	0	187.581	140.686	13.0265	205.819	138.081	114.633
L10	simfam1019	Brain	80.7761	91.1988	140.707	169.369	145.918	164.158	125.073	211.06	122.467	36.4795	52.1136	57.3249
L10	simfam1020	Brain	28.6603	39.0822	33.8713	72.9535	52.1096	0	88.5864	67.7425	65.137	130.274	41.6877	75.559
L10	simfam1021	Brain	85.975	67.7379	104.212	28.6583	46.8954	65.1326	59.922	112.028	117.239	2.6053	119.844	127.66
L10	simfam1022	Brain	143.296	135.48	135.48	184.982	164.139	33.8699	54.7129	39.0806	18.2376	15.6323	49.5022	2.60538
L10	simfam1023	Brain	54.7152	59.9262	10.4219	28.6604	18.2384	2.60549	39.0823	13.0274	23.4494	75.5591	153.724	166.751
L10	simfam1024	Brain	234.494	307.448	234.494	250.127	263.155	299.632	112.036	5.21098	213.65	195.412	31.2659	104.22
L10	simfam1025	Brain	156.318	211.029	145.897	85.9749	158.923	216.24	161.529	229.266	153.713	106.817	65.1325	65.1325
L10	simfam1026	Brain	33.8695	28.6588	26.0534	62.5282	46.8962	49.5015	62.5282	161.531	46.8962	18.2374	119.846	52.1069
L10	simfam1027	Brain	224.056	247.504	224.056	171.95	203.214	143.292	125.055	31.2637	161.529	7.81592	57.3167	75.5539
L10	simfam1028	Brain	15.6323	36.4753	72.9507	5.21076	18.2377	33.87	140.691	36.4753	10.4215	41.6861	72.9507	93.7938
L10	simfam1029	Brain	213.637	203.216	161.531	216.243	216.243	158.925	78.16	2.60533	283.981	200.611	7.816	23.448
L10	simfam1030	Brain	54.717	33.8724	36.478	101.617	70.3504	104.223	44.2947	52.1114	46.9003	18.239	62.5337	192.812
L10	simfam1031	Brain	65.135	23.4486	10.4216	18.2378	54.7134	44.2918	0	57.3188	148.508	65.135	117.243	20.8432
L10	simfam1032	Brain	7.81596	7.81596	36.4745	0	0	59.9223	23.4479	36.4745	7.81596	15.6319	198.004	36.4745
L10	simfam1033	Brain	112.031	106.82	26.0537	93.7933	36.4752	18.2376	231.878	211.035	39.0806	226.667	28.6591	221.457
L10	simfam1034	Brain	0	18.2372	2.60531	31.2637	23.4478	59.9221	15.6318	5.21062	41.6849	31.2637	26.0531	36.4743
L10	simfam1035	Brain	187.586	198.007	221.455	135.478	135.478	237.087	140.689	114.636	85.9767	23.4482	36.475	177.164
L10	simfam1036	Brain	31.2666	18.2388	41.6888	33.8721	20.8444	13.0277	57.322	20.8444	93.7997	26.0555	211.049	26.0555
L10	simfam1037	Brain	62.5289	10.4215	49.502	20.843	0	49.502	80.7665	23.4483	179.771	91.188	96.3987	143.295
L10	simfam1038	Brain	72.9507	88.583	15.6323	75.5561	80.7669	10.4215	59.9238	28.6592	28.6592	205.825	247.511	257.933
L10	simfam1039	Brain	28.6622	28.6622	13.0283	96.4092	114.649	2.60565	75.5639	195.424	59.93	44.2961	7.81696	148.522
L10	simfam1040	Brain	80.7668	101.61	91.1883	2.60538	33.8699	83.3722	130.269	143.296	88.5829	13.0269	187.587	182.377
L10	simfam1041	Brain	130.27	117.243	179.773	127.665	130.27	106.822	26.0541	7.81623	122.454	91.1893	85.9785	49.5028
L10	simfam1042	Brain	20.8432	15.6324	31.2647	15.6324	39.0809	10.4216	78.1619	148.508	135.481	41.6863	104.216	198.01
L10	simfam1043	Brain	83.3783	93.8006	23.4501	23.4501	78.1672	109.434	203.235	156.334	36.478	44.2947	166.757	198.023
L10	simfam1044	Brain	132.874	99.0039	65.1341	0	20.8429	52.1073	119.847	174.559	7.8161	5.21073	26.0537	13.0268
L10	simfam1045	Brain	18.2372	57.3168	23.4478	39.0796	0	44.2902	70.3433	67.738	46.8955	33.869	125.055	7.81592
L10	simfam1046	Brain	75.5581	93.7962	85.9799	39.0818	80.769	44.2927	59.9254	158.932	13.0273	28.66	153.722	213.647
L10	simfam1047	Brain	72.95	62.5286	130.268	41.6857	83.3715	41.6857	7.81608	0	10.4214	122.452	122.452	125.057
L10	simfam1048	Brain	88.584	70.3462	26.0541	26.0541	15.6325	127.665	36.4758	2.60541	10.4217	138.087	46.8974	31.265
L10	simfam1049	Brain	101.608	91.187	44.2908	44.2908	62.5282	57.3175	211.033	5.21068	106.819	67.7389	62.5282	135.478
L10	simfam1050	Brain	85.98	93.7964	70.3473	33.8709	2.60546	46.8982	13.0273	28.66	26.0546	54.7146	54.7146	59.9255
L10	simfam1051	Brain	70.3472	72.9526	132.878	15.6327	44.2927	59.9254	28.66	7.81635	31.2654	57.3199	169.354	127.667
L10	simfam1052	Brain	174.557	192.795	143.293	65.1334	39.08	148.504	23.448	46.896	36.4747	7.816	5.21067	109.424
L10	simfam1053	Brain	26.0541	15.6324	39.0811	26.0541	72.9514	46.8973	54.7135	7.81622	72.9514	278.778	80.7676	75.5568
L10	simfam1054	Brain	78.1596	10.4213	88.5809	33.8692	52.1064	70.3436	99.0022	119.845	10.4213	23.4479	46.8958	78.1596
L10	simfam1055	Brain	5.21066	33.8693	10.4213	13.0267	20.8427	28.6587	229.269	85.976	13.0267	65.1333	195.4	190.189
L10	simfam1056	Brain	67.7381	93.7912	88.5805	101.607	140.687	83.3699	221.451	36.4743	78.1593	297.005	54.7115	145.897
L10	simfam1057	Brain	104.222	112.038	140.699	161.543	169.36	127.671	52.1108	88.5883	57.3218	80.7717	195.415	182.388
L10	simfam1058	Brain	75.5571	96.4005	122.455	70.3463	93.795	109.428	138.087	169.352	224.066	104.217	31.265	57.3192
L10	simfam1059	Brain	312.669	312.669	302.247	252.741	270.98	362.175	49.506	130.279	171.968	0	164.151	119.857
L10	simfam1060	Brain	28.6596	23.4487	13.0271	23.4487	62.5299	10.4217	104.217	88.5841	75.557	101.611	7.81624	93.7949
L10	simfam1061	Brain	257.934	260.539	242.302	156.324	198.01	257.934	156.324	91.1888	221.458	122.453	99.0049	130.27
L10	simfam1062	Brain	70.3517	67.7461	91.1967	112.042	112.042	52.1124	10.4225	62.5349	148.52	88.5911	112.042	83.3798
L10	simfam1063	Brain	72.9483	85.9748	91.1854	31.2636	54.7112	59.9218	2.6053	62.5271	31.2636	93.7907	112.028	5.21059
L10	simfam1064	Brain	78.159	20.8424	171.95	91.1855	104.212	91.1855	13.0265	148.502	33.8689	65.1325	158.923	174.555
L10	simfam1065	Brain	33.8707	57.3197	5.21088	33.8707	72.9523	41.687	26.0544	52.1088	7.81632	28.6598	67.7414	132.877
L10	simfam1066	Brain	164.143	125.062	198.014	310.049	276.178	138.089	112.034	49.5036	119.851	7.81636	10.4218	117.245
L10	simfam1067	Brain	72.9503	72.9503	72.9503	49.502	85.9771	44.2913	276.169	104.215	7.8161	148.506	91.1879	52.1074
L10	simfam1068	Brain	26.0545	54.7145	33.8709	20.8436	26.0545	36.4764	7.81636	31.2654	70.3472	44.2927	20.8436	7.81636
L10	simfam1069	Brain	164.134	169.345	140.686	208.424	164.134	130.265	65.1325	78.159	169.345	10.4212	164.134	54.7113
L10	simfam1070	Brain	54.7117	65.1329	5.21063	65.1329	59.9223	59.9223	46.8957	117.239	75.5542	109.423	33.8691	54.7117
L10	simfam1071	Brain	184.992	195.414	109.432	59.927	70.3491	59.927	0	52.1104	59.927	164.148	44.2939	145.909
L10	simfam1072	Brain	49.5017	39.0803	0	39.0803	72.9499	46.8964	140.689	72.9499	39.0803	80.766	67.7392	49.5017
L10	simfam1073	Brain	41.6878	70.3482	13.0275	13.0275	23.4494	5.21098	255.338	119.853	18.2384	36.4769	52.1098	31.2659
L10	simfam1074	Brain	174.556	169.345	114.634	83.3699	54.7115	33.869	171.95	0	85.9752	85.9752	106.818	46.8955
L10	simfam1075	Brain	88.5845	125.061	119.85	119.85	156.326	148.509	182.38	112.033	265.754	2.60543	15.6326	26.0543
L10	simfam1076	Brain	302.229	315.256	260.542	239.699	247.515	369.97	148.509	88.5844	297.018	257.937	93.7952	70.3464
L10	simfam1077	Brain	125.056	174.557	88.5811	166.741	112.029	44.2906	10.4213	132.872	31.2639	195.4	44.2906	20.8426
L10	simfam1078	Brain	169.347	145.899	109.424	234.481	174.558	101.608	49.5016	143.294	164.137	158.926	36.4748	31.2641
L10	simfam1079	Brain	13.0265	41.6848	85.9748	67.7377	85.9748	46.8953	52.1059	70.343	59.9218	18.2371	99.0013	166.739
L10	simfam1080	Brain	85.9759	57.3173	132.872	80.7652	106.819	156.32	125.056	7.81599	91.1866	85.9759	59.9226	148.504
L10	simfam1081	Brain	20.844	49.5044	31.2659	88.5868	28.6604	20.844	70.3483	15.633	2.60549	117.247	88.5868	28.6604
L10	simfam1082	Brain	28.6608	36.4774	65.1382	93.799	104.221	31.2663	44.294	101.616	91.1935	20.8442	39.0829	239.709
L10	simfam1083	Brain	44.2932	13.0274	104.219	67.7426	26.0548	59.9261	13.0274	18.2384	41.6877	80.77	36.4768	31.2658
L10	simfam1084	Brain	91.1858	88.5805	2.60531	117.239	109.423	41.685	5.21062	88.5805	85.9752	31.2637	85.9752	101.607
L10	simfam1085	Brain	52.1083	62.5299	39.0812	15.6325	33.8704	18.2379	33.8704	88.5841	10.4217	153.719	57.3191	125.06
L10	simfam1086	Brain	106.818	151.108	88.5808	125.055	169.346	36.4745	91.1861	122.45	114.634	75.5542	208.425	213.636
L10	simfam1087	Brain	195.399	195.399	195.399	192.793	195.399	208.425	216.241	101.607	31.2638	31.2638	39.0797	59.9222
L10	simfam1088	Brain	161.529	148.503	117.239	72.9487	101.607	184.977	114.634	75.554	151.108	65.1328	143.292	104.212
L10	simfam1089	Brain	114.634	80.765	127.661	104.213	52.1064	78.1596	18.2372	13.0266	177.162	5.21064	0	26.0532
L10	simfam1090	Brain	78.1614	117.242	252.722	148.507	195.404	88.583	114.637	83.3722	166.744	132.874	70.3453	54.713
L10	simfam1091	Brain	135.482	122.455	145.903	216.25	184.985	153.72	151.114	200.617	239.698	93.795	260.542	164.141
L10	simfam1092	Brain	10.4217	44.2923	39.0815	109.428	99.0064	0	151.115	15.6326	114.639	65.1358	75.5575	67.7412
L10	simfam1093	Brain	62.5335	41.689	36.4779	44.2946	54.7168	39.0835	46.9002	78.1669	106.828	145.912	85.9836	171.967
L10	simfam1094	Brain	46.8957	125.055	117.239	125.055	104.213	106.818	36.4744	15.6319	122.45	28.6585	70.3435	62.5275
L10	simfam1095	Brain	117.238	177.16	143.291	218.845	216.24	281.372	83.3695	91.1854	307.425	2.6053	33.8689	70.343
L10	simfam1096	Brain	10.4222	28.661	36.4777	67.7442	57.3221	28.661	26.0555	59.9276	59.9276	83.3775	83.3775	158.938
L10	simfam1097	Brain	36.4779	23.4501	39.0834	10.4223	23.4501	10.4223	57.3224	39.0834	13.0278	135.489	41.689	46.9001
L10	simfam1098	Brain	244.898	221.45	156.318	83.3695	132.87	138.081	192.792	20.8424	57.3166	41.6848	26.053	59.9219
L10	simfam1099	Brain	106.819	99.0029	91.1868	91.1868	127.662	109.424	2.60534	104.214	67.7388	114.635	208.427	158.926
L10	simfam1100	Brain	75.5538	140.686	65.1326	75.5538	39.0795	143.292	263.136	39.0795	18.2371	164.134	343.9	356.926
L10	simfam1101	Brain	91.1864	83.3704	109.424	117.24	106.818	39.0799	244.901	41.6852	218.847	125.056	112.029	67.7385
L10	simfam1102	Brain	99.0037	88.5822	143.295	161.532	153.716	125.057	5.21072	31.2643	2.60536	78.1608	44.2911	26.0536
L10	simfam1103	Brain	315.242	315.242	323.058	239.688	276.162	346.505	57.3167	171.95	252.714	145.897	57.3167	75.5538
L10	simfam1104	Brain	5.21064	39.0798	2.60532	33.8692	10.4213	18.2372	54.7117	18.2372	117.239	195.399	39.0798	112.029
L10	simfam1105	Brain	0	26.0533	57.3173	26.0533	44.2906	10.4213	5.21066	59.9226	44.2906	166.741	140.688	213.637
L10	simfam1106	Brain	101.609	96.3981	85.9767	101.609	65.1339	119.846	49.5017	182.375	195.402	57.3178	31.2643	33.8696
L10	simfam1107	Brain	20.8426	0	2.60533	44.2906	23.4479	78.1598	93.7918	31.2639	28.6586	41.6852	18.2373	5.21066
L10	simfam1108	Brain	140.687	132.871	7.81592	41.6849	85.9752	26.0531	119.844	46.8955	5.21062	125.055	10.4212	23.4478
L10	simfam1109	Brain	18.2374	2.60535	31.2642	36.4749	31.2642	0	49.5016	13.0267	119.846	26.0535	143.294	192.796
L10	simfam1110	Brain	65.1362	44.2926	75.558	80.7689	33.8708	93.7961	31.2654	62.5308	114.64	135.483	18.2381	96.4016
L10	simfam1111	Brain	0	23.4488	18.2379	67.7409	91.1897	23.4488	57.3192	85.9789	70.3463	75.5572	80.768	91.1897
L10	simfam1112	Brain	23.4477	26.053	13.0265	78.1589	44.29	18.2371	65.1324	54.7112	156.318	46.8953	57.3165	44.29
L10	simfam1113	Brain	67.7382	112.029	101.607	18.2372	13.0266	41.685	62.5276	41.685	57.3169	46.8957	216.241	119.845
L10	simfam1114	Brain	13.0272	33.8708	33.8708	96.4015	85.9797	10.4218	46.898	91.1906	57.3198	18.2381	33.8708	5.21089
L10	simfam1115	Brain	145.897	143.292	184.977	244.899	252.715	161.529	119.844	59.9221	140.687	52.1062	2.60531	5.21062
L10	simfam1116	Brain	20.8446	15.6335	44.2948	41.6892	31.2669	10.4223	96.4064	151.123	52.1115	41.6892	44.2948	28.6614
L10	simfam1117	Brain	5.21087	44.2924	31.2652	78.163	54.7141	80.7684	247.516	15.6326	28.6598	67.7412	182.38	2.60543
L10	simfam1118	Brain	99.0017	72.9487	138.081	93.7911	101.607	46.8956	62.5274	31.2637	26.0531	67.738	5.21062	112.028
L10	simfam1119	Brain	198.01	205.826	140.692	104.216	114.638	114.638	41.6864	83.3728	216.248	169.351	20.8432	130.27
L10	simfam1120	Brain	10.4221	23.4497	15.6332	70.3492	57.3216	70.3492	2.60553	140.698	78.1658	31.2663	132.882	161.543
L10	simfam1121	Brain	83.3742	88.5851	75.5579	122.456	140.694	119.85	99.0069	213.646	229.279	28.6599	52.1089	10.4218
L10	simfam1122	Brain	78.1594	70.3435	72.9488	28.6585	18.2372	41.685	52.1063	28.6585	15.6319	117.239	135.476	31.2638
L10	simfam1123	Brain	140.686	135.475	218.845	203.213	143.291	171.95	281.372	247.503	112.028	151.107	109.422	18.2371
L10	simfam1124	Brain	33.87	10.4215	36.4754	7.81616	2.60539	91.1885	20.8431	67.74	36.4754	85.9777	28.6592	99.0046
L10	simfam1125	Brain	0	2.60538	0	49.5022	36.4753	41.6861	39.0807	5.21076	85.9776	36.4753	177.166	229.274
L10	simfam1126	Brain	59.9227	52.1067	93.792	143.293	164.136	106.819	153.715	18.2373	132.872	101.608	59.9227	156.32
L10	simfam1127	Brain	132.872	80.7651	166.741	184.978	169.346	125.056	83.3704	179.768	221.453	104.213	49.5012	96.3971
L10	simfam1128	Brain	83.3701	106.818	41.6851	0	0	109.423	36.4744	15.6319	46.8957	171.951	132.871	75.5542
L10	simfam1129	Brain	101.608	72.9494	93.7921	36.4747	59.9227	28.6587	101.608	158.925	0	13.0267	15.632	224.059
L10	simfam1130	Brain	0	18.2403	13.0288	0	33.8748	33.8748	26.0576	31.2691	44.2979	59.9324	158.951	28.6633
L10	simfam1131	Brain	0	18.2383	33.8712	10.4219	2.60547	31.2657	184.989	52.1095	10.4219	143.301	135.485	96.4025
L10	simfam1132	Brain	65.1325	0	20.8424	10.4212	0	91.1855	125.054	294.399	221.451	7.8159	15.6318	44.2901
L10	simfam1133	Brain	132.872	132.872	153.714	109.424	80.7651	104.213	130.266	7.81598	104.213	83.3704	10.4213	7.81598
L10	simfam1134	Brain	268.355	310.041	198.01	244.907	237.09	229.274	130.269	85.9779	99.0048	65.1347	10.4216	91.1886
L10	simfam1135	Brain	143.293	190.188	127.661	101.607	93.7915	130.266	62.5276	161.53	88.5808	80.7649	75.5542	104.213
L10	simfam1136	Brain	80.772	67.7442	114.644	75.5609	93.7997	138.094	15.6333	36.4777	10.4222	5.21109	62.5331	106.827
L10	simfam1137	Brain	2.60534	59.9229	7.81603	44.2908	96.3977	0	54.7122	174.558	26.0534	174.558	234.481	195.401
L10	simfam1138	Brain	75.5536	70.343	67.7377	93.7907	67.7377	158.923	112.028	91.1854	213.634	15.6318	138.081	143.291
L10	simfam1139	Brain	226.68	244.919	307.452	372.59	362.168	265.763	70.3491	132.882	187.598	2.60552	114.643	171.965
L10	simfam1140	Brain	182.409	171.986	229.314	127.686	119.869	203.256	93.8103	242.343	70.3577	187.621	119.869	10.4234
L10	simfam1141	Brain	122.454	83.3728	182.378	85.9782	114.638	182.378	158.929	31.2648	88.5836	39.081	7.8162	15.6324
L10	simfam1142	Brain	72.9529	62.5311	0	127.668	106.824	2.60546	5.21092	161.539	41.6874	132.879	54.7147	234.492
L10	simfam1143	Brain	2.60584	26.0584	78.1752	104.234	85.9927	7.81752	5.21168	161.562	41.6934	72.9635	78.1752	109.445
L10	simfam1144	Brain	205.83	153.721	119.851	148.51	140.694	57.3198	114.64	203.225	252.728	265.756	49.5035	15.6327
L10	simfam1145	Brain	70.3559	75.5674	101.625	54.7213	57.327	44.2982	65.1443	112.048	67.7501	13.0289	247.549	117.26
L10	simfam1146	Brain	36.4763	31.2654	10.4218	161.538	171.96	26.0545	211.041	96.4016	93.7962	164.143	151.116	44.2926
L10	simfam1147	Brain	218.853	208.432	224.064	156.324	143.297	244.907	72.9511	80.7673	132.875	119.848	7.81619	33.8701
L10	simfam1148	Brain	125.062	83.3747	78.1638	85.9801	93.7965	57.3201	109.429	23.4491	13.0273	62.531	190.198	132.878
L10	simfam1149	Brain	99.0021	83.3701	151.108	70.3436	49.501	93.7914	41.6851	148.503	109.423	171.951	36.4744	78.1595
L10	simfam1150	Brain	93.7939	54.7131	75.5562	91.1885	127.664	78.1616	203.22	195.404	10.4215	49.5023	192.799	112.032
L10	simfam1151	Brain	83.3705	46.8959	83.3705	101.608	88.5812	104.213	317.85	104.213	125.056	54.7119	65.1332	67.7385
L10	simfam1152	Brain	166.755	174.572	109.433	140.7	78.1664	151.122	182.388	39.0832	119.855	65.1387	67.7443	44.2943
L10	simfam1153	Brain	106.819	117.24	138.082	179.768	130.266	83.3705	83.3705	93.7919	83.3705	99.0025	31.264	151.109
L10	simfam1154	Brain	26.053	49.5006	106.817	93.7907	67.7377	83.3695	36.4742	88.5801	31.2636	2.6053	132.87	28.6583
L10	simfam1155	Brain	140.69	161.533	216.246	184.981	127.663	177.165	2.60537	41.686	169.349	135.479	211.035	106.82
L10	simfam1156	Brain	78.1633	106.823	205.83	2.60544	10.4218	101.612	72.9524	96.4014	7.81633	161.537	109.429	226.674
L10	simfam1157	Brain	44.2906	41.6853	93.7918	28.6586	23.448	70.3439	70.3439	28.6586	54.7119	242.296	2.60533	10.4213
L10	simfam1158	Brain	7.81603	39.0801	130.267	101.608	78.1603	44.2908	28.6588	99.003	33.8695	10.4214	28.6588	0
L10	simfam1159	Brain	260.533	234.479	166.741	140.688	112.029	171.952	171.952	20.8426	294.402	161.53	135.477	78.1598
L10	simfam1160	Brain	62.5273	101.607	46.8955	10.4212	23.4477	96.3963	297.005	36.4743	18.2371	122.449	91.1857	18.2371
L10	simfam1161	Brain	33.8701	33.8701	75.5563	88.5833	62.5294	114.637	65.1348	75.5563	114.637	67.7401	286.593	244.907
L10	simfam1162	Brain	26.0596	28.6655	20.8477	109.45	72.9668	62.543	96.4204	46.9072	83.3906	36.4834	145.934	213.688
L10	simfam1163	Brain	62.5283	41.6856	26.0535	28.6588	18.2374	10.4214	158.926	20.8428	0	52.1069	198.006	99.0032
L10	simfam1164	Brain	88.5827	59.9236	127.663	23.4484	52.1075	143.296	49.5021	52.1075	75.5559	109.426	10.4215	41.686
L10	simfam1165	Brain	23.4496	7.81655	23.4496	67.7434	31.2662	26.0552	192.808	33.8717	106.826	65.1379	62.5324	28.6607
L10	simfam1166	Brain	0	18.2412	44.3	52.1177	78.1765	26.0588	96.4177	41.6941	148.535	156.353	7.81765	83.3882
L10	simfam1167	Brain	101.609	99.0037	88.5822	99.0037	83.3715	99.0037	54.7126	23.4482	70.3447	44.2911	15.6322	2.60536
L10	simfam1168	Brain	59.9328	101.625	72.9617	101.625	75.5674	72.9617	2.60577	18.2404	91.2021	88.5963	96.4136	54.7212
L10	simfam1169	Brain	59.924	72.9509	54.7132	39.0809	10.4216	31.2647	41.6862	182.377	132.875	112.032	231.88	203.22
L10	simfam1170	Brain	28.6594	5.21081	75.5567	65.1351	31.2649	80.7675	138.086	99.0054	39.0811	190.195	78.1621	205.827
L10	simfam1171	Brain	28.6584	28.6584	31.2637	5.21061	18.2371	0	80.7645	44.2902	13.0265	33.869	72.9486	171.95
L10	simfam1172	Brain	112.028	99.0018	93.7912	62.5274	44.2903	125.055	2.60531	39.0797	190.188	99.0018	65.1328	2.60531
L10	simfam1173	Brain	49.5013	18.2373	80.7653	117.24	106.819	91.1867	54.712	101.608	187.584	153.715	46.896	20.8427
L10	simfam1174	Brain	39.0794	39.0794	10.4212	28.6583	13.0265	20.8424	7.81589	10.4212	0	46.8953	44.29	67.7377
L10	simfam1175	Brain	122.449	99.0013	88.5801	46.8954	96.396	96.396	54.7113	28.6583	18.2371	13.0265	83.3695	143.291
L10	simfam1176	Brain	203.214	213.636	140.687	192.793	242.294	226.662	5.21062	0	200.609	257.926	52.1062	59.9222
L10	simfam1177	Brain	356.978	341.344	310.076	317.893	336.133	346.555	41.6909	88.5931	239.723	106.833	2.60568	70.3533
L10	simfam1178	Brain	72.9498	2.60535	15.6321	44.2909	52.107	15.6321	187.585	291.799	7.81605	57.3177	31.2642	190.19
L10	simfam1179	Brain	93.7931	106.82	112.031	44.2912	10.4215	39.0805	231.877	62.5287	140.69	106.82	78.1609	31.2644
L10	simfam1180	Brain	268.349	265.743	257.927	338.693	286.586	184.978	91.1865	0	200.61	28.6586	7.81598	36.4746
L10	simfam1181	Brain	36.4742	67.7377	65.1324	39.0794	26.053	65.1324	125.054	91.1854	33.8689	158.923	31.2636	67.7377
L10	simfam1182	Brain	44.2936	7.81651	46.8991	18.2385	28.6606	54.7156	13.0275	13.0275	80.7706	132.881	2.6055	41.6881
L10	simfam1183	Brain	33.8696	70.3446	59.9231	31.2642	41.6857	10.4214	10.4214	54.7124	106.82	0	7.81606	67.7392
L10	simfam1184	Brain	130.269	135.48	104.215	83.3722	80.7668	166.744	41.6861	96.3991	91.1884	46.8969	65.1345	59.9238
L10	simfam1185	Brain	59.9231	88.582	153.716	7.81606	0	96.3981	15.6321	72.9499	127.662	127.662	99.0035	46.8964
L10	simfam1186	Brain	106.819	57.3173	31.264	44.2907	23.448	83.3707	10.4213	0	112.029	122.451	33.8693	26.0533
L10	simfam1187	Brain	13.0265	15.6318	0	0	20.8424	13.0265	23.4477	59.9219	36.4742	31.2636	36.4742	46.8954
L10	simfam1188	Brain	10.4214	28.6589	41.6857	99.0036	72.95	5.21072	23.4482	127.663	46.8965	101.609	39.0804	13.0268
L10	simfam1189	Brain	112.034	104.217	67.7413	7.8163	2.60543	57.3196	75.5576	54.7141	65.1359	10.4217	138.088	106.823
L10	simfam1190	Brain	31.2641	33.8694	31.2641	75.5548	10.4214	10.4214	23.448	234.48	59.9228	177.163	7.81601	70.3441
L10	simfam1191	Brain	205.823	203.218	169.348	135.479	109.425	184.981	101.609	28.659	33.8697	7.81608	138.084	93.793
L10	simfam1192	Brain	2.60531	41.685	2.60531	46.8957	78.1594	59.9222	10.4213	65.1329	23.4478	39.0797	33.8691	93.7913
L10	simfam1193	Brain	80.7658	91.1872	83.3712	36.4749	20.8428	2.60535	85.9765	177.164	96.3979	39.0802	57.3177	59.923
L10	simfam1194	Brain	169.345	187.582	192.793	125.055	187.582	145.897	88.5804	83.3698	104.212	41.6849	96.3964	106.818
L10	simfam1195	Brain	72.9483	78.1589	33.8689	31.2636	62.5271	83.3695	91.1854	26.053	101.607	164.134	57.3165	119.844
L10	simfam1196	Brain	65.1325	106.817	70.3431	99.0013	99.0013	91.1855	72.9484	119.844	91.1855	114.633	151.107	161.529
L10	simfam1197	Brain	190.192	112.031	135.479	138.085	127.663	117.242	5.21075	70.3451	143.296	85.9773	28.6591	39.0806
L10	simfam1198	Brain	88.5859	80.7695	65.1367	184.988	158.934	127.668	151.117	52.1094	117.246	70.3476	148.512	15.6328
L10	simfam1199	Brain	33.8698	13.0269	23.4483	31.2644	26.0537	36.4752	57.3182	72.9504	44.2913	151.111	36.4752	26.0537
L10	simfam1200	Brain	104.216	122.453	174.561	112.032	132.875	99.0049	140.691	52.1078	31.2647	205.826	140.691	96.3995
L10	simfam1201	Brain	83.3899	119.873	106.843	169.386	156.356	112.055	2.60594	57.3306	171.992	99.0255	20.8475	15.6356
L10	simfam1202	Brain	179.767	158.925	158.925	138.082	119.845	182.373	224.058	112.029	46.8958	39.0799	112.029	88.581
L10	simfam1203	Brain	80.7645	28.6584	36.4743	20.8425	31.2637	106.818	164.134	57.3167	5.21061	39.0796	132.871	67.738
L10	simfam1204	Brain	263.155	255.339	283.999	294.421	286.605	273.577	315.265	127.669	80.7704	10.422	13.0275	46.8989
L10	simfam1205	Brain	166.739	104.212	127.66	195.398	198.003	31.2636	203.214	91.1856	75.5538	218.845	62.5273	28.6583
L10	simfam1206	Brain	78.1589	70.343	67.7377	101.607	91.1854	57.3165	135.475	91.1854	151.107	54.7112	91.1854	85.9748
L10	simfam1207	Brain	28.6584	15.6319	26.0531	39.0797	13.0266	23.4478	200.609	112.028	33.869	112.028	18.2372	67.7381
L10	simfam1208	Brain	125.057	145.9	153.716	135.478	132.873	114.636	242.298	44.291	257.93	218.85	31.2643	72.9499
L10	simfam1209	Brain	315.245	320.456	231.875	226.664	171.952	304.824	59.9227	7.816	184.979	93.792	182.373	91.1866
L10	simfam1210	Brain	15.6354	10.4236	52.1181	52.1181	83.3889	65.1476	226.714	192.837	26.059	125.083	26.059	41.6945
L10	simfam1211	Brain	125.06	114.638	13.027	31.2649	10.4216	39.0811	2.60541	117.243	85.9785	117.243	26.0541	2.60541
L10	simfam1212	Brain	85.9876	112.044	145.918	72.9592	122.467	52.1137	67.7478	33.8739	132.89	28.6625	114.65	78.1705
L10	simfam1213	Brain	96.4094	132.889	46.9019	65.1415	36.4792	161.551	242.326	325.707	132.889	237.115	226.692	62.5358
L10	simfam1214	Brain	187.587	132.874	135.48	65.1345	65.1345	143.296	93.7937	10.4215	117.242	5.21076	67.7399	65.1345
L10	simfam1215	Brain	36.482	13.0293	46.9055	67.7523	59.9348	10.4234	39.0879	143.322	23.4527	70.3582	158.957	333.55
L10	simfam1216	Brain	13.0265	46.8953	5.21059	31.2636	28.6583	59.9218	54.7112	57.3165	138.081	7.81589	15.6318	161.528
L10	simfam1217	Brain	221.45	257.924	216.24	211.029	213.634	211.029	78.1589	2.6053	190.187	99.0013	0	5.21059
L10	simfam1218	Brain	5.21134	59.9305	5.21134	57.3248	78.1702	2.60567	145.918	117.255	13.0284	20.8454	23.451	46.9021
L10	simfam1219	Brain	224.061	198.007	164.138	65.134	72.95	132.873	28.6589	70.3447	122.452	0	198.007	239.693
L10	simfam1220	Brain	192.818	169.367	122.465	99.0146	117.254	109.437	106.832	62.5355	54.7186	67.7468	65.1412	26.0565
L10	simfam1221	Brain	0	7.81608	13.0268	65.134	52.1072	54.7126	72.9501	39.0804	5.21072	59.9233	208.429	83.3715
L10	simfam1222	Brain	161.541	171.963	203.229	140.697	166.752	117.247	59.9264	57.3209	122.458	59.9264	70.3483	31.2659
L10	simfam1223	Brain	125.057	117.241	106.82	46.8965	52.1072	52.1072	80.7662	257.931	143.295	70.3447	57.3179	143.295
