# Simulated data set created 20220727 16:08 (1000 transcripts)
# Root distribution: gamma:0.375:1600.0
# Tree: ((((sp1<1>,sp2<2>)<12>,(((sp3<3>,sp4<4>)<15>,sp5<5>)<14>,sp6<6>)<13>)<11>,sp7<7>)<10>,sp8<8>)<9>
# Sigma: 1
DESC	FID	sp1	sp2	sp3	sp4	sp5	sp6-1	sp7-1	sp8-1	sp6-2	sp7-2	sp8-2
SIG1	transcript209	44.563	74.3096	12.6408	29.4804	40.2064	0.105726	2.3402	0	1.322116143	3.768578561	1.067705158
SIG1	transcript210	4.52091	74.3096	12.6408	3.08383	11.3365	54.7067	2.3402	74.3096	59.54344528	1.63723271	76.10362197
SIG1	transcript211	8476.97	6933.2	14012	17131.7	507.343	2537.16	1534.61	104588	2535.522866	1535.746902	104590.0426
SIG1	transcript212	15.6777	74.3096	4637.8	414.778	111.575	0.494826	11.3365	839.224	2.077893173	7.73655426	839.293028
SIG1	transcript213	472279	115645	91.0759	226.497	561.088	25609.4	414.778	42329.6	25610.53881	416.5459669	42330.63168
SIG1	transcript214	111.575	44.563	2294.47	1534.61	1876.49	1696.97	250.549	0.105726	1697.186551	254.5697096	3.926105909
SIG1	transcript215	17.4409	21.5465	12.6408	17.4409	9.09013	23.9302	36.2663	250.549	19.662984	31.70159203	251.5018702
SIG1	transcript216	1.02085	19.3906	0	0.652869	0.652869	3.99302	15.6777	0.494826	6.72356958	14.72487759	4.32040744
SIG1	transcript217	2805.51	4194.25	2294.47	9373.31	1534.61	3102.24	2074.98	40.2064	3099.512901	2079.273833	44.81721238
SIG1	transcript218	1696.97	306.552	2074.98	111.575	758.884	839.224	507.343	38282.1	834.675647	502.4053142	38280.98156
SIG1	transcript219	12.6408	67.1087	758.884	620.515	2074.98	620.515	21.5465	8476.97	624.3637457	22.93737574	8476.411285
SIG1	transcript220	14.083	1.02085	1.02085	3.5156	0.494826	0	0.351895	29.4804	4.113198461	1.572162233	24.54585876
SIG1	transcript221	115645	85542.8	20946	10364.4	3793.11	23160.6	1387.78	3430.33	23161.83066	1385.80573	3426.38824
SIG1	transcript222	10364.4	2537.16	3793.11	1696.97	1696.97	2074.98	100.811	561.088	2075.295773	101.1179024	556.7198169
SIG1	transcript223	5670.54	7666.33	5128.24	8476.97	1026.28	23160.6	3102.24	2074.98	23156.97183	3100.783985	2076.307878
SIG1	transcript224	11460.3	3793.11	5670.54	2537.16	1026.28	758.884	14012	5670.54	754.0268009	14010.32123	5668.057337
SIG1	transcript225	54.7067	204.744	1254.99	3430.33	226.497	686.226	686.226	8.12534	681.6051279	686.0629725	10.01289198
SIG1	transcript226	8.12534	0.105726	9.09013	4.52091	32.703	36.2663	14.083	19.3906	35.50600476	10.31817385	15.78572006
SIG1	transcript227	23.9302	2.3402	21.5465	67.1087	36.2663	26.566	306.552	82.2718	29.45526803	305.328535	85.29887965
SIG1	transcript228	0.105726	2.02082	2.02082	8.12534	17.4409	91.0759	100.811	0.494826	87.20549704	102.5952034	1.945511292
SIG1	transcript229	1876.49	2294.47	2074.98	758.884	277.144	60.5964	3793.11	339.068	56.89001356	3795.307005	338.354244
SIG1	transcript230	686.226	250.549	2074.98	1254.99	458.736	100.811	28317.1	5.10462	100.4799927	28316.08611	8.013872273
SIG1	transcript231	191147	14012	141392	51753.7	104588	427121	472279	123.477	427125.4783	472274.8662	120.9311157
SIG1	transcript232	4.52091	44.563	277.144	136.637	136.637	306.552	226.497	2805.51	304.218191	229.7987296	2803.904024
SIG1	transcript233	2.69335	0.494826	0.827621	2.69335	1.73198	0.222631	3.08383	74.3096	2.03544479	2.157741875	78.8730422
SIG1	transcript234	63275.9	127872	758.884	2294.47	375.022	928.058	42329.6	277.144	923.0861043	42326.946	277.3584351
SIG1	transcript235	2.3402	1.02085	10.1569	82.2718	8.12534	14.083	82.2718	11.3365	12.45019914	78.71499933	9.20814574
SIG1	transcript236	74.3096	123.477	23.9302	91.0759	74.3096	4.52091	1254.99	9373.31	7.546057704	1254.501656	9373.267536
SIG1	transcript237	167.28	226.497	38282.1	127872	85542.8	2294.47	507.343	1026.28	2298.375082	508.8671729	1026.875465
SIG1	transcript238	38282.1	12672.1	136.637	277.144	226.497	10364.4	1026.28	17131.7	10362.33888	1025.17909	17130.53061
SIG1	transcript239	3430.33	3430.33	6933.2	2537.16	226.497	686.226	277.144	226.497	687.0138082	275.5930858	226.8557655
SIG1	transcript240	306.552	277.144	226.497	839.224	561.088	1876.49	226.497	5128.24	1874.549604	227.9552288	5126.703676
SIG1	transcript241	136.637	4194.25	339.068	620.515	226.497	339.068	561.088	2294.47	339.4775481	562.2166227	2298.400789
SIG1	transcript242	26.566	0.827621	226.497	21.5465	185.071	0.222631	0.827621	4.52091	2.63740296	3.903801311	2.793830925
SIG1	transcript243	5.75004	2.3402	21.5465	19.3906	5.10462	6.46369	136.637	82.2718	8.04260575	140.1982661	81.36096882
SIG1	transcript244	2.3402	2.3402	0.494826	1.73198	11.3365	2.02082	0.827621	2.3402	2.81515839	2.165813696	1.254231832
SIG1	transcript245	91.0759	44.563	7.2528	3.99302	12.6408	5.75004	2.69335	60.5964	8.293712397	6.079923006	62.24546678
SIG1	transcript246	226.497	100.811	204.744	67.1087	928.058	686.226	1254.99	14.083	688.6787252	1259.940652	16.96032822
SIG1	transcript247	19.3906	204.744	60.5964	40.2064	10.1569	4637.8	1696.97	0	4642.731868	1694.346004	0.226121976
SIG1	transcript248	7666.33	5128.24	36.2663	91.0759	250.549	1876.49	15493.5	1534.61	1872.850751	15498.07769	1535.413032
SIG1	transcript249	758.884	44.563	5670.54	3102.24	620.515	111.575	123.477	2294.47	114.0071886	126.1896407	2296.860535
SIG1	transcript250	2074.98	375.022	5.10462	17.4409	23.9302	226.497	4.52091	21.5465	229.5475644	3.284250045	22.5143816
SIG1	transcript251	167.28	458.736	82.2718	375.022	123.477	74.3096	2.02082	32.703	74.36037596	2.359678327	29.8658864
SIG1	transcript252	3102.24	620.515	8476.97	12672.1	226.497	349345	250.549	277.144	349343.7432	247.0183904	277.1510504
SIG1	transcript253	0.494826	0.222631	29.4804	0.494826	0.105726	3.5156	0	0	1.025326387	2.524788002	4.342375156
SIG1	transcript254	21.5465	40.2064	123.477	306.552	1876.49	458.736	6933.2	4194.25	456.3946908	6929.300694	4197.267795
SIG1	transcript255	1876.49	226.497	51753.7	34621.6	104588	277.144	9373.31	1387.78	273.9978182	9371.964363	1388.515541
SIG1	transcript256	2294.47	6270.17	3102.24	42329.6	7666.33	2074.98	686.226	1.47075	2071.834374	687.871719	2.525401085
SIG1	transcript257	306.552	6933.2	250.549	167.28	15493.5	2294.47	40.2064	1387.78	2292.278213	38.43282936	1383.188172
SIG1	transcript258	758.884	375.022	375.022	3430.33	928.058	3793.11	8476.97	82.2718	3794.070497	8474.281436	80.61925478
SIG1	transcript259	32.703	11.3365	5.10462	123.477	2537.16	26.566	29.4804	4.52091	28.10680024	31.78466366	0.158347036
SIG1	transcript260	26.566	91.0759	15.6777	29.4804	7666.33	40.2064	111.575	226.497	44.96145663	109.1206943	226.9788739
SIG1	transcript261	67.1087	82.2718	1.02085	0.222631	9.09013	17.4409	0.351895	339.068	15.78292419	0.990014181	336.3386329
SIG1	transcript262	339.068	2074.98	19.3906	32.703	204.744	620.515	204.744	204.744	615.7050256	203.4769812	202.5117044
SIG1	transcript263	4194.25	12672.1	1534.61	1026.28	1696.97	3102.24	14012	21.5465	3102.439076	14014.78599	25.94697512
SIG1	transcript264	11.3365	19.3906	3.99302	9.09013	4.52091	414.778	6.46369	12.6408	413.7847269	3.897322522	13.25581509
SIG1	transcript265	250.549	686.226	136.637	19.3906	100.811	74.3096	1.02085	49.3802	69.87856503	3.652380169	48.71843389
SIG1	transcript266	0.652869	29.4804	1026.28	1876.49	5128.24	2074.98	277.144	339.068	2073.988978	279.7642645	341.8491728
SIG1	transcript267	277.144	136.637	8.12534	0.222631	6.46369	250.549	28317.1	1696.97	251.7263007	28321.12625	1693.579392
SIG1	transcript268	758.884	277.144	472279	104588	77363.4	115645	7666.33	1026.28	115645.2301	7667.869032	1027.992241
SIG1	transcript269	3.08383	1.02085	5.75004	0	1.47075	2.3402	23.9302	277.144	1.350858519	23.86506241	281.8801739
SIG1	transcript270	82.2718	82.2718	11460.3	3430.33	507.343	1387.78	32.703	100.811	1383.228308	33.05086109	96.01011611
SIG1	transcript271	8.12534	32.703	11460.3	11460.3	115645	1696.97	7666.33	5128.24	1695.90917	7670.657301	5129.294218
SIG1	transcript272	3793.11	4194.25	23160.6	10364.4	3793.11	686.226	91.0759	1254.99	683.8254194	86.32163173	1253.669546
SIG1	transcript273	5128.24	8476.97	758.884	758.884	686.226	38282.1	6270.17	15.6777	38281.27803	6274.437148	12.30106522
SIG1	transcript274	44.563	23.9302	49.3802	123.477	123.477	12672.1	0.827621	1.47075	12671.67092	1.553974998	0.993148529
SIG1	transcript275	54.7067	339.068	111.575	686.226	82.2718	74.3096	12672.1	17.4409	73.24943305	12674.29599	15.92234255
SIG1	transcript276	1134.89	686.226	100.811	620.515	686.226	1134.89	5128.24	620.515	1138.255163	5129.091501	617.2839197
SIG1	transcript277	17131.7	1876.49	306.552	167.28	507.343	111.575	204.744	29.4804	113.5614637	205.3692841	32.36724629
SIG1	transcript278	21.5465	60.5964	561.088	2074.98	758.884	1254.99	1026.28	40.2064	1250.947043	1030.446169	42.57609493
SIG1	transcript279	8476.97	63275.9	2805.51	3793.11	1254.99	375.022	3430.33	111.575	372.0797034	3429.876369	108.6840863
SIG1	transcript280	375.022	686.226	9.09013	9.09013	21.5465	0	5.75004	1.73198	0.595673499	2.488877746	4.826715696
SIG1	transcript281	277.144	111.575	2.3402	2.69335	7.2528	54.7067	0.105726	1.47075	57.39416085	3.166182737	3.336555995
SIG1	transcript282	54.7067	14.083	6.46369	5.10462	3.5156	0.351895	5.75004	4.52091	4.107492332	1.110880765	7.304496224
SIG1	transcript283	839.224	3102.24	8476.97	4637.8	54.7067	49.3802	44.563	21.5465	45.54530072	43.34813583	23.53634006
SIG1	transcript284	127872	11460.3	226.497	67.1087	839.224	1876.49	2294.47	69966	1875.864837	2293.536023	69963.26872
SIG1	transcript285	2537.16	4194.25	1254.99	1387.78	758.884	2294.47	577423	375.022	2290.571503	577418.0861	379.1576003
SIG1	transcript286	111.575	185.071	60.5964	250.549	40.2064	6270.17	2537.16	5.10462	6267.303728	2538.135014	5.468762262
SIG1	transcript287	1876.49	185.071	60.5964	10.1569	167.28	686.226	94587.1	620.515	687.0435947	94587.58042	616.2075162
SIG1	transcript288	1696.97	2294.47	18943.1	34621.6	14012	14012	686.226	375.022	14013.62051	684.4769949	371.6721353
SIG1	transcript289	185.071	2537.16	11.3365	74.3096	12.6408	67.1087	167.28	123.477	63.23342444	168.4736002	123.9006923
SIG1	transcript290	0.351895	0	0.652869	0.494826	4.52091	0.652869	44.563	3.99302	0.721114903	48.82792007	5.564449279
SIG1	transcript291	4.52091	1.23451	10.1569	5.10462	14.083	0.222631	0.222631	0	4.44599568	0.204390336	2.816034222
SIG1	transcript292	104588	1876.49	4194.25	3793.11	1876.49	1254.99	63275.9	1876.49	1255.225853	63271.86737	1876.879418
SIG1	transcript293	3793.11	17131.7	458.736	758.884	507.343	339.068	1387.78	1696.97	340.2696708	1383.893668	1695.256442
SIG1	transcript294	8.12534	17.4409	8.12534	2.69335	23.9302	9.09013	91.0759	2.3402	8.106777591	88.81884484	1.54184094
SIG1	transcript295	339.068	1254.99	0.222631	0.827621	1.47075	3.99302	17.4409	10.1569	1.874865904	20.00688497	10.40822197
SIG1	transcript296	11.3365	0.827621	8.12534	0.222631	40.2064	3.08383	0.222631	306.552	1.863013862	1.957747052	303.3608595
SIG1	transcript297	8476.97	42329.6	3793.11	28317.1	23160.6	3793.11	1134.89	74.3096	3788.741809	1130.004976	69.53048743
SIG1	transcript298	0.827621	3.5156	1.02085	1.23451	0.827621	1.02085	0.827621	32.703	2.33261167	2.875212652	35.86480528
SIG1	transcript299	111.575	67.1087	1.47075	136.637	3.5156	167.28	620.515	4.52091	163.5007535	616.8621152	3.074271291
SIG1	transcript300	1387.78	5128.24	136.637	250.549	185.071	3430.33	1026.28	167.28	3425.378352	1021.674817	170.2014648
SIG1	transcript301	21.5465	4.52091	3.99302	19.3906	91.0759	36.2663	29.4804	49.3802	34.47191646	30.33985847	46.78121615
SIG1	transcript302	54.7067	0.351895	14.083	6.46369	1.47075	4.52091	15.6777	839.224	0.13166751	13.5011359	834.9252104
SIG1	transcript303	306.552	60.5964	26.566	185.071	758.884	3102.24	123.477	250.549	3098.833929	126.6011975	250.2857159
SIG1	transcript304	91.0759	21.5465	2.3402	15.6777	2.02082	6.46369	414.778	67.1087	8.706714976	416.1556755	63.80442933
SIG1	transcript305	36.2663	151.189	1.47075	2.02082	10.1569	167.28	2.02082	40.2064	171.8794003	2.911939587	41.35650268
SIG1	transcript306	620.515	507.343	1387.78	67.1087	204.744	74.3096	21.5465	40.2064	72.69083258	19.02084493	42.64233375
SIG1	transcript307	91.0759	91.0759	67.1087	5.75004	4.52091	414.778	100.811	686.226	413.1101902	99.51341762	687.2128463
SIG1	transcript308	3.08383	2.02082	1.02085	3.99302	17.4409	32.703	2.3402	0.494826	30.87237753	6.636977525	2.936046346
SIG1	transcript309	6.46369	1.02085	0.494826	0.105726	0.827621	54.7067	0.105726	4.52091	50.36040801	3.346961155	7.669931482
SIG1	transcript310	10364.4	4194.25	17.4409	29.4804	74.3096	9.09013	204.744	23.9302	7.698249732	207.4028845	28.4877576
SIG1	transcript311	19.3906	185.071	6.46369	2.69335	3.5156	111.575	1.73198	100.811	110.1963098	0.674584859	96.0333503
SIG1	transcript312	3793.11	4194.25	42329.6	14012	31311.1	17131.7	306.552	9373.31	17133.86439	309.2095814	9375.844169
SIG1	transcript313	226.497	3.99302	82.2718	17.4409	36.2663	82.2718	3.08383	0.652869	82.6104749	7.504184754	4.353330266
SIG1	transcript314	1254.99	5670.54	686.226	123.477	339.068	10364.4	2805.51	2294.47	10360.08072	2804.998772	2293.469593
SIG1	transcript315	54.7067	21.5465	67.1087	12.6408	2.02082	60.5964	2537.16	561.088	56.17688448	2537.378121	561.9383339
SIG1	transcript316	7666.33	20946	4637.8	5128.24	2805.51	250.549	638472	2294.47	253.4761604	638476.6025	2296.048995
SIG1	transcript317	1134.89	1134.89	458.736	250.549	1876.49	1696.97	561.088	4194.25	1700.283658	558.7335183	4193.481919
SIG1	transcript318	561.088	28317.1	167.28	49.3802	561.088	9373.31	15493.5	1696.97	9373.80729	15491.44704	1701.360062
SIG1	transcript319	0.222631	2.02082	0.494826	3.5156	3.99302	4.52091	2.02082	1.73198	5.614425978	6.133828801	1.459526964
SIG1	transcript320	758.884	36.2663	1026.28	9373.31	91.0759	1254.99	2.3402	67.1087	1259.652339	0.158854184	65.42395433
SIG1	transcript321	69966	8476.97	306.552	339.068	49.3802	1387.78	839.224	1876.49	1392.523003	843.3101882	1877.084688
SIG1	transcript322	9.09013	21.5465	21.5465	60.5964	1.47075	2.69335	7.2528	0	1.024987992	4.146512599	3.647244566
SIG1	transcript323	26.566	1.23451	1254.99	4194.25	3102.24	42329.6	4637.8	82.2718	42327.64891	4635.033632	83.83085278
SIG1	transcript324	2.02082	0.652869	3.08383	5.75004	14.083	0.105726	54.7067	507.343	1.639244794	52.1647555	503.1554182
SIG1	transcript325	74.3096	111.575	12.6408	29.4804	0.494826	3.08383	5.10462	36.2663	5.221935791	5.678771265	33.14555559
SIG1	transcript326	277.144	167.28	49.3802	167.28	686.226	1876.49	2805.51	1.47075	1880.668111	2800.650499	5.213302281
SIG1	transcript327	82.2718	3.5156	1.47075	0	0	226.497	4.52091	277.144	228.5506329	7.590310499	278.2790279
SIG1	transcript328	44.563	4.52091	74.3096	561.088	12.6408	36.2663	14.083	14.083	32.39195758	16.45640726	17.05808439
SIG1	transcript329	1387.78	151.189	1876.49	250.549	250.549	507.343	185.071	15.6777	503.2410702	187.1070113	12.75001158
SIG1	transcript330	136.637	167.28	32.703	277.144	82.2718	54.7067	21.5465	928.058	53.88173652	24.31773382	928.9578354
SIG1	transcript331	1696.97	2294.47	82.2718	185.071	14012	3102.24	339.068	20946	3097.613294	343.7868411	20941.29246
SIG1	transcript332	7.2528	4.52091	2.02082	1.02085	0.494826	0.827621	15.6777	10.1569	5.436354038	17.89570062	11.27845549
SIG1	transcript333	11460.3	12672.1	11460.3	12672.1	17131.7	18943.1	127872	928.058	18943.46259	127875.3385	929.6019958
SIG1	transcript334	2.02082	1.23451	151.189	226.497	5.75004	277.144	3.08383	23.9302	277.4126077	0.893043564	23.11280954
SIG1	transcript335	115645	1534.61	472279	38282.1	12672.1	1876.49	8476.97	204.744	1874.268952	8478.98452	207.4136474
SIG1	transcript336	375.022	54.7067	49.3802	458.736	1876.49	54.7067	185.071	23160.6	56.56894636	188.7938233	23165.32116
SIG1	transcript337	91.0759	561.088	185.071	250.549	123.477	1026.28	1876.49	141392	1024.666474	1877.575509	141391.8091
SIG1	transcript338	1696.97	3102.24	1254.99	458.736	2805.51	226.497	561.088	100.811	226.4212796	561.2966377	96.07825433
SIG1	transcript339	40.2064	0.222631	36.2663	1.02085	5.10462	0	0.652869	1.23451	2.049809414	0.19150365	3.964678706
SIG1	transcript340	1876.49	458.736	23160.6	20946	172870	20946	339.068	1134.89	20947.27646	335.8172973	1133.500221
SIG1	transcript341	561.088	1876.49	1876.49	561.088	204.744	14.083	123.477	839.224	10.46226565	126.9480898	834.4911687
SIG1	transcript342	204.744	1254.99	49.3802	67.1087	123.477	339.068	40.2064	111.575	339.8626672	44.72469463	111.4993823
SIG1	transcript343	620.515	277.144	226.497	250.549	306.552	928.058	123.477	4194.25	930.7682848	125.6450205	4197.920478
SIG1	transcript344	54.7067	1026.28	91.0759	32.703	204.744	17.4409	250.549	2294.47	17.19117064	249.5487479	2293.299479
SIG1	transcript345	9373.31	14012	375.022	620.515	94587.1	15493.5	3793.11	386280	15491.94163	3788.274601	386278.7123
SIG1	transcript346	74.3096	5.10462	758.884	277.144	620.515	67.1087	5.75004	20946	70.50331875	9.580590893	20945.31277
SIG1	transcript347	29.4804	3102.24	2294.47	8476.97	185.071	1254.99	3793.11	185.071	1251.88276	3796.637764	183.9092371
SIG1	transcript348	458.736	414.778	54.7067	458.736	839.224	3102.24	18943.1	26.566	3097.632421	18945.30358	26.91315842
SIG1	transcript349	28317.1	23160.6	1387.78	928.058	1134.89	3430.33	18943.1	1696.97	3431.52951	18946.29856	1694.726454
SIG1	transcript350	60.5964	6.46369	151.189	1387.78	11.3365	23.9302	5.10462	23.9302	27.69563104	3.999764536	25.13141905
SIG1	transcript351	6.46369	0.351895	151.189	686.226	40.2064	23.9302	49.3802	758.884	27.47624667	47.61017121	757.422339
SIG1	transcript352	339.068	686.226	5670.54	4637.8	9373.31	839.224	6270.17	67.1087	835.0520234	6269.268169	64.1571831
SIG1	transcript353	151.189	1026.28	185.071	67.1087	44.563	2.02082	3.5156	686.226	2.643982268	7.81171026	683.3022981
SIG1	transcript354	38282.1	928.058	104588	211357	2294.47	34621.6	136.637	507.343	34620.13641	134.5483466	504.0049755
SIG1	transcript355	3430.33	34621.6	561.088	185.071	226.497	1254.99	2805.51	36.2663	1252.566424	2805.000636	40.19133543
SIG1	transcript356	123.477	1134.89	12.6408	32.703	1.23451	67.1087	26.566	2.02082	63.85915753	31.22835855	6.263722707
SIG1	transcript357	151.189	10364.4	277.144	123.477	17.4409	32.703	2074.98	2074.98	28.33043376	2075.767838	2074.34633
SIG1	transcript358	1.73198	12.6408	32.703	5.75004	74.3096	19.3906	17.4409	74.3096	15.80350323	19.51801635	77.88567183
SIG1	transcript359	1.47075	3.5156	375.022	414.778	5.75004	8.12534	44.563	82.2718	12.29236951	39.89145501	79.08885125
SIG1	transcript360	3.5156	5.75004	2.02082	0.105726	5.10462	2.69335	3.08383	226.497	1.548448117	6.498076611	231.4075825
SIG1	transcript361	29.4804	1.23451	111.575	250.549	14.083	54.7067	32.703	136.637	59.2677326	36.09482064	133.5566608
SIG1	transcript362	100.811	5.10462	375.022	4194.25	686.226	620.515	1254.99	1696.97	623.8847245	1254.594534	1695.263359
SIG1	transcript363	7.2528	0.351895	3.5156	0	9.09013	2.02082	1.02085	0.105726	6.548831862	4.314218542	3.317441147
SIG1	transcript364	375.022	5670.54	23160.6	20946	5128.24	136.637	1876.49	136.637	133.661656	1879.132992	133.8158097
SIG1	transcript365	226.497	339.068	12672.1	10364.4	46805.1	839.224	250.549	1254.99	837.3228392	247.0994491	1255.784879
SIG1	transcript366	7666.33	6933.2	17131.7	15493.5	38282.1	9373.31	375.022	4637.8	9369.691056	377.8653149	4636.022847
SIG1	transcript367	3102.24	1134.89	5670.54	2294.47	3102.24	63275.9	10364.4	25609.4	63276.38403	10368.63212	25610.21637
SIG1	transcript368	620.515	12672.1	1254.99	1026.28	54.7067	4637.8	60.5964	686.226	4635.919564	59.66080235	687.5611089
SIG1	transcript369	2.69335	1.73198	3.99302	23.9302	2.69335	14.083	15.6777	1.23451	10.31686373	15.28044839	0.296919057
SIG1	transcript370	7.2528	1.47075	0.827621	0.105726	1.23451	8.12534	5.75004	7.2528	3.207737498	1.166427063	7.457543155
SIG1	transcript371	9.09013	9.09013	4.52091	1.23451	1026.28	91.0759	277.144	44.563	87.38037769	278.762756	48.12630794
SIG1	transcript372	414.778	19.3906	6270.17	1696.97	1534.61	1534.61	32.703	204.744	1530.40877	28.93429523	203.4268325
SIG1	transcript373	123.477	26.566	6270.17	7666.33	620.515	91.0759	2.69335	4.52091	86.75704328	6.773845972	5.686847922
SIG1	transcript374	38282.1	3430.33	57225.6	191147	954405	315942	1534.61	250.549	315937.0129	1535.275084	254.7104713
SIG1	transcript375	2537.16	1026.28	67.1087	414.778	204.744	44.563	686.226	136.637	46.18533467	684.3914122	136.1314172
SIG1	transcript376	3.5156	1.47075	2537.16	3793.11	12.6408	32.703	32.703	7.2528	27.95211278	32.20745548	2.386862125
SIG1	transcript377	136.637	2074.98	1534.61	758.884	1134.89	23160.6	1387.78	686.226	23163.30553	1387.380128	682.7206877
SIG1	transcript378	82.2718	100.811	414.778	123.477	1134.89	17.4409	4637.8	3.5156	12.49866927	4638.327111	6.263153833
SIG1	transcript379	23.9302	32.703	5128.24	3793.11	414.778	36.2663	204.744	1134.89	40.81523049	203.0455688	1130.010486
SIG1	transcript380	1696.97	111.575	507.343	306.552	839.224	620.515	1534.61	44.563	624.4342292	1530.100716	39.93897093
SIG1	transcript381	507.343	204.744	375.022	928.058	3793.11	686.226	23160.6	5670.54	681.2417573	23158.2613	5671.16858
SIG1	transcript382	3.99302	32.703	12.6408	26.566	91.0759	5.10462	10.1569	1696.97	1.127338483	12.35108763	1693.402296
SIG1	transcript383	250.549	19.3906	7666.33	1387.78	40.2064	620.515	49.3802	4.52091	621.1590602	53.76622788	7.330303269
SIG1	transcript384	136.637	1534.61	2.69335	8.12534	49.3802	250.549	1026.28	74.3096	254.3041846	1027.111234	78.60822122
SIG1	transcript385	3.5156	277.144	32.703	561.088	6.46369	82.2718	17.4409	26.566	81.40889127	12.50475719	23.61182461
SIG1	transcript386	1.23451	6.46369	4.52091	0.105726	1.23451	23.9302	7.2528	0.827621	19.70281451	2.935915456	0.919019587
SIG1	transcript387	15.6777	60.5964	14.083	5.10462	2.02082	23.9302	7.2528	1876.49	27.79566134	4.744478776	1876.703304
SIG1	transcript388	12.6408	250.549	74.3096	29.4804	17.4409	10.1569	111.575	458.736	12.36099364	106.9587293	457.9878371
SIG1	transcript389	17.4409	250.549	0.105726	3.5156	2.02082	5.75004	82.2718	5670.54	8.490018613	84.62554592	5665.999108
SIG1	transcript390	2.02082	1.47075	1.02085	2.02082	4.52091	29.4804	0.222631	0	29.9203793	1.48322567	0.445259949
SIG1	transcript391	40.2064	21.5465	0.351895	11.3365	4.52091	8.12534	12.6408	8.12534	6.575165047	13.28886009	11.3879176
SIG1	transcript392	2537.16	2805.51	10.1569	23.9302	1134.89	686.226	306.552	375.022	691.0773647	303.4249399	376.580078
SIG1	transcript393	339.068	414.778	758.884	620.515	2074.98	82.2718	10364.4	91.0759	83.30127119	10361.62796	86.26796116
SIG1	transcript394	306.552	17131.7	226.497	10.1569	1696.97	5128.24	3102.24	6270.17	5129.375094	3100.784589	6267.714933
SIG1	transcript395	5.10462	10.1569	15.6777	44.563	3.08383	7.2528	136.637	60.5964	3.731566297	134.4682025	64.52721117
SIG1	transcript396	15493.5	14012	686.226	1134.89	49.3802	414.778	36.2663	5670.54	415.5906204	34.69557116	5674.556393
SIG1	transcript397	928.058	1254.99	15493.5	1876.49	686.226	375.022	123.477	277.144	378.7016033	121.483799	280.8286999
SIG1	transcript398	928.058	6270.17	25609.4	4194.25	20946	6933.2	3793.11	57225.6	6937.196059	3794.115229	57226.46354
SIG1	transcript399	349345	315942	42329.6	23160.6	7666.33	17131.7	1.93E+06	74.3096	17128.577	1928707.988	76.3785353
SIG1	transcript400	620.515	458.736	67.1087	339.068	2294.47	17131.7	686.226	111.575	17129.52966	687.2330644	111.8040778
SIG1	transcript401	36.2663	29.4804	167.28	458.736	5128.24	54.7067	15.6777	2074.98	54.22297115	14.82517777	2074.062015
SIG1	transcript402	5.75004	111.575	54.7067	29.4804	9.09013	17.4409	5.10462	1.02085	17.19515218	4.024423553	1.882436872
SIG1	transcript403	928.058	4637.8	2294.47	758.884	620.515	14012	19.3906	0.494826	14012.96338	23.13498669	4.106190936
SIG1	transcript404	839.224	23.9302	4637.8	277.144	1254.99	1387.78	5128.24	507.343	1386.987586	5131.782024	504.133972
SIG1	transcript405	44.563	21.5465	1.02085	8.12534	32.703	67.1087	82.2718	1876.49	67.17107375	85.99467576	1880.159219
SIG1	transcript406	1.47075	0.105726	8.12534	4.52091	0.222631	12.6408	0.652869	0	15.66189719	5.126038047	0.691935795
SIG1	transcript407	561.088	91.0759	26.566	9.09013	44.563	49.3802	204.744	0.827621	46.27701382	209.3732369	0.618069959
SIG1	transcript408	74.3096	1.02085	8.12534	1.47075	0.351895	1.73198	1.02085	7666.33	1.957464697	5.645545953	7664.961835
SIG1	transcript409	458.736	2294.47	1696.97	2537.16	185.071	3102.24	226.497	1026.28	3105.226061	229.9736909	1030.285737
SIG1	transcript410	26.566	0.351895	1.23451	15.6777	3.5156	11.3365	5.10462	36.2663	6.676490136	3.004283833	39.86392689
SIG1	transcript411	458.736	226.497	204.744	185.071	17.4409	561.088	44.563	3.99302	563.4326489	47.63837356	4.689198994
SIG1	transcript412	1387.78	3430.33	686.226	2074.98	151.189	3102.24	54.7067	57225.6	3101.986512	57.82655528	57226.64673
SIG1	transcript413	10364.4	12672.1	15493.5	8476.97	1254.99	10364.4	94587.1	928.058	10366.73296	94583.06622	924.5526527
SIG1	transcript414	25609.4	185.071	11.3365	2.02082	6.46369	100.811	9373.31	82.2718	103.3570332	9377.590875	86.57485445
SIG1	transcript415	19.3906	458.736	306.552	1254.99	928.058	204.744	100.811	620.515	205.4335259	97.07157005	621.401858
SIG1	transcript416	54.7067	0.351895	2.3402	2.3402	1.02085	2.3402	1.23451	2.02082	0.800899409	0.49085762	4.928562321
SIG1	transcript417	123.477	29.4804	60.5964	19.3906	277.144	226.497	1.73198	11.3365	227.6402241	1.454986372	7.593186871
SIG1	transcript418	40.2064	151.189	0.652869	0.351895	0.351895	3.99302	1.47075	0.827621	2.170345531	1.249945896	3.758717645
SIG1	transcript419	29.4804	100.811	6.46369	6.46369	21.5465	0	620.515	185.071	1.350034402	619.0525245	184.4541139
SIG1	transcript420	5670.54	104588	928.058	1134.89	3430.33	1876.49	3430.33	2805.51	1879.101742	3433.696152	2806.86361
