DESC	FID	human	chimp	orang	baboon	macaque	gibbon	horse	cat	marmoset	cow	mouse	rat
L10	transcript1569	130.27	104.216	208.432	140.692	158.929	125.059	161.535	18.2378	125.059	112.032	39.081	67.7404
L10	transcript1570	2.60541	7.81622	10.4216	49.5027	13.027	15.6324	10.4216	135.481	187.589	91.1892	39.0811	104.216
L10	transcript1571	28.659	78.1609	41.6858	65.1341	33.8697	20.8429	18.2376	140.69	26.0536	36.4751	0	67.7395
L10	transcript1572	263.143	265.749	367.358	291.802	283.986	234.484	36.4753	75.556	247.511	70.3452	15.6323	130.269
L10	transcript1573	260.547	224.071	229.282	174.567	179.778	208.438	234.492	26.0547	88.586	23.4492	20.8438	112.035
L10	transcript1574	54.7164	44.2942	33.872	39.0831	46.8997	2.60554	23.4499	104.222	41.6887	26.0554	20.8443	112.038
L10	transcript1575	112.028	153.713	88.5805	166.74	179.766	177.161	80.7646	72.9486	198.003	211.03	46.8956	99.0017
L10	transcript1576	5.21101	26.0551	83.3762	85.9817	70.3487	88.5872	33.8716	0	0	101.615	13.0275	161.541
L10	transcript1577	46.8999	0	28.661	135.488	112.039	0	125.066	224.077	13.0277	284.005	28.661	62.5331
L10	transcript1578	99.0098	70.3491	28.6607	52.1104	119.854	33.8718	62.5325	143.304	59.927	49.5049	5.21104	23.4497
L10	transcript1579	5.21077	7.81615	33.87	10.4215	10.4215	15.6323	54.7131	7.81615	88.5831	18.2377	145.902	65.1346
L10	transcript1580	5.21114	7.8167	46.9002	93.8004	88.5893	65.1392	62.5336	112.039	88.5893	33.8724	135.49	65.1392
L10	transcript1581	26.0548	39.0822	46.8987	33.8713	18.2384	49.5041	190.2	174.567	101.614	153.723	7.81644	23.4493
L10	transcript1582	130.29	125.079	164.166	130.29	148.531	106.838	75.5685	0	130.29	20.8465	117.261	72.9627
L10	transcript1583	67.7418	44.2927	15.6327	26.0545	20.8436	26.0545	57.3199	187.593	80.769	7.81636	122.456	46.8981
L10	transcript1584	203.235	132.884	114.645	192.813	179.785	198.024	174.574	130.279	158.94	109.434	36.478	88.5895
L10	transcript1585	109.426	104.215	125.058	104.215	132.874	135.479	18.2376	20.843	169.349	59.9236	156.322	88.5827
L10	transcript1586	179.773	187.589	213.643	145.903	153.719	198.011	2.60541	125.06	130.27	5.21082	62.5298	83.3731
L10	transcript1587	174.556	184.978	174.556	138.082	125.055	135.477	166.74	198.004	234.479	23.4479	44.2904	10.4213
L10	transcript1588	151.116	140.695	250.124	203.226	195.409	112.035	39.0818	184.987	127.667	62.531	242.307	237.097
L10	transcript1589	70.3438	80.7651	41.6852	46.8959	13.0266	28.6586	117.24	75.5545	31.2639	91.1864	112.029	156.32
L10	transcript1590	39.0799	49.5012	15.632	41.6852	70.3438	36.4746	20.8426	106.818	49.5012	23.4479	117.24	169.346
L10	transcript1591	5.21077	15.6323	5.21077	36.4754	18.2377	7.81615	20.8431	83.3723	117.242	18.2377	36.4754	70.3453
L10	transcript1592	83.3705	101.608	67.7385	132.872	119.845	101.608	80.7651	101.608	88.5811	80.7651	15.632	13.0266
L10	transcript1593	13.0265	18.2371	26.053	46.8953	23.4477	26.053	153.713	28.6583	18.2371	112.028	10.4212	85.9748
L10	transcript1594	59.925	101.612	59.925	148.51	148.51	65.1358	132.877	65.1358	135.483	31.2652	49.5032	13.0272
L10	transcript1595	54.7135	75.5567	75.5567	91.1891	62.5297	36.4757	99.0054	130.27	7.81621	23.4486	161.535	145.903
L10	transcript1596	96.414	91.2025	99.0198	119.866	85.9909	104.231	0	242.338	57.3273	85.9909	127.683	20.8463
L10	transcript1597	164.137	138.083	158.926	179.769	127.662	177.163	156.321	18.2374	117.24	125.056	247.507	96.3977
L10	transcript1598	15.6319	62.5277	18.2372	44.2905	10.4213	36.4745	145.898	226.663	39.0798	96.3969	7.81596	96.3969
L10	transcript1599	250.111	229.268	208.426	158.925	179.767	179.767	85.9756	18.2372	62.5277	36.4745	26.0532	15.6319
L10	transcript1600	143.299	52.1085	119.85	140.693	135.482	164.142	182.38	67.7411	166.747	70.3465	44.2923	80.7682
L10	transcript1601	96.3992	31.2646	67.74	78.1615	88.583	41.6861	57.3184	31.2646	75.5561	0	15.6323	112.031
L10	transcript1602	104.216	135.481	65.1351	96.4	93.7946	80.7676	125.059	10.4216	106.822	31.2649	59.9243	211.038
L10	transcript1603	104.224	122.463	57.3232	15.6336	20.8448	49.5064	28.6616	148.519	2.6056	213.659	70.3513	125.069
L10	transcript1604	187.589	190.194	169.351	281.383	263.145	135.481	39.081	10.4216	260.54	46.8972	169.351	135.481
L10	transcript1605	132.895	65.1448	80.7795	122.472	132.895	46.9042	158.953	54.7216	2.60579	13.029	208.463	70.3563
L10	transcript1606	166.743	158.927	104.215	138.084	190.191	93.7931	125.057	20.8429	104.215	198.008	153.716	44.2912
L10	transcript1607	67.7378	99.0013	57.3166	140.686	135.476	67.7378	171.95	151.107	83.3696	104.212	18.2371	7.8159
L10	transcript1608	153.713	205.819	190.187	158.923	205.819	151.107	80.7643	67.7378	218.845	5.2106	28.6583	130.265
L10	transcript1609	96.3972	114.634	83.3705	5.21066	46.8959	125.056	31.2639	65.1332	2.60533	2.60533	231.874	200.61
L10	transcript1610	7.81592	33.869	62.5273	65.1327	59.922	0	211.03	171.95	0	380.375	158.924	78.1592
L10	transcript1611	78.1619	96.3997	10.4216	65.1349	54.7134	101.611	49.5026	171.956	52.108	2.6054	200.616	221.459
L10	transcript1612	119.849	104.216	138.087	140.692	135.481	195.406	93.7948	10.4216	7.81623	49.5028	41.6866	5.21082
L10	transcript1613	46.8974	20.8433	49.5028	23.4487	0	5.21082	23.4487	145.903	49.5028	2.60541	36.4757	75.5569
L10	transcript1614	75.5579	41.6871	18.2381	2.60544	65.1361	39.0817	72.9524	23.449	78.1633	156.327	46.898	54.7143
L10	transcript1615	44.2905	33.8692	26.0532	44.2905	23.4479	28.6585	7.81596	75.5543	96.3969	239.69	23.4479	83.3703
L10	transcript1616	75.5557	67.7396	99.004	49.502	67.7396	85.9771	200.613	28.659	145.901	15.6322	44.2912	46.8966
L10	transcript1617	174.559	174.559	198.007	140.689	130.268	184.981	112.03	67.7394	164.138	106.82	20.8429	0
L10	transcript1618	41.6847	54.7112	72.9483	18.2371	0	78.1589	132.87	99.0013	93.7907	164.134	171.95	145.897
L10	transcript1619	10.4214	0	20.8428	5.2107	18.2374	28.6588	85.9765	59.923	33.8695	174.558	200.612	291.799
L10	transcript1620	18.2373	41.6853	0	80.7652	41.6853	39.0799	5.21066	15.632	119.845	153.714	127.661	158.925
L10	transcript1621	192.798	179.772	122.453	83.3723	52.1077	49.5023	36.4754	13.0269	49.5023	10.4215	216.247	252.722
L10	transcript1622	23.4478	67.738	2.60531	101.607	83.3698	49.5008	10.4212	18.2371	5.21061	57.3167	18.2371	10.4212
L10	transcript1623	250.115	278.774	192.797	226.667	242.299	195.403	143.295	114.636	224.062	88.5825	91.1879	5.21074
L10	transcript1624	135.478	112.03	192.796	158.926	169.348	177.164	65.1337	2.60535	99.0032	62.5284	85.9765	20.8428
L10	transcript1625	7.81602	57.3175	13.0267	46.8961	7.81602	13.0267	93.7923	15.632	36.4748	179.769	23.4481	109.424
L10	transcript1626	250.118	297.015	367.361	278.778	325.675	349.123	85.9781	57.3187	237.091	156.324	125.059	169.351
L10	transcript1627	78.1672	41.6892	67.7449	2.60557	2.60557	67.7449	33.8725	33.8725	49.5059	138.095	65.1394	23.4502
L10	transcript1628	15.6326	26.0544	13.0272	122.456	143.299	99.0067	0	104.218	122.456	10.4218	198.013	138.088
L10	transcript1629	39.0821	10.4219	44.2931	39.0821	20.8438	93.7971	190.2	325.684	59.9259	2.60548	231.887	211.044
L10	transcript1630	106.82	106.82	44.2912	59.9234	70.3448	135.479	39.0805	130.268	36.4751	132.874	33.8697	99.0038
L10	transcript1631	304.827	307.432	351.724	229.272	268.352	281.379	18.2375	187.586	200.613	99.0037	0	122.452
L10	transcript1632	145.904	174.563	143.298	78.1626	85.9789	104.217	33.8705	148.509	59.9247	28.6596	39.0813	127.666
L10	transcript1633	125.054	109.423	85.9748	36.4742	78.1589	127.66	41.6848	26.053	2.6053	229.266	41.6848	62.5272
L10	transcript1634	5.21083	10.4217	5.21083	2.60541	18.2379	7.81624	26.0541	106.822	18.2379	44.292	140.692	80.7678
L10	transcript1635	23.4503	15.6336	5.21119	39.0839	20.8447	36.4783	46.9007	28.6615	80.7734	164.152	153.73	0
L10	transcript1636	10.4214	54.7123	26.0535	7.81604	41.6855	41.6855	112.03	125.057	54.7123	59.923	106.819	57.3176
L10	transcript1637	54.713	65.1346	26.0538	36.4754	7.81615	31.2646	20.8431	44.2915	59.9238	106.821	62.5292	13.0269
L10	transcript1638	5.21106	28.6609	36.4775	18.2387	20.8443	28.6609	112.038	13.0277	106.827	0	26.0553	15.6332
L10	transcript1639	148.503	119.844	153.713	203.214	130.265	132.871	20.8425	65.1327	145.897	67.738	0	101.607
L10	transcript1640	78.1722	130.287	46.9033	200.642	164.162	52.1148	268.391	148.527	46.9033	44.2976	122.47	52.1148
L10	transcript1641	59.9226	72.9492	119.845	112.029	67.7386	75.5546	132.872	59.9226	41.6853	83.3705	52.1066	104.213
L10	transcript1642	239.695	226.668	237.09	239.695	226.668	242.3	75.5561	112.031	211.036	2.60538	145.901	72.9507
L10	transcript1643	18.2384	15.6329	28.6603	80.77	70.3481	70.3481	114.641	354.346	39.0823	143.302	169.357	49.5042
L10	transcript1644	156.332	200.626	192.81	247.526	242.315	211.048	122.46	276.187	132.882	289.214	156.332	20.8443
L10	transcript1645	57.3313	28.6656	91.2088	44.3014	0	39.0895	83.3909	39.0895	33.8776	85.9969	185.024	140.722
L10	transcript1646	268.352	247.509	273.563	153.716	161.532	221.456	299.616	195.402	312.643	91.1876	0	41.6858
L10	transcript1647	216.247	226.668	218.852	237.09	213.642	213.642	182.377	114.637	351.727	101.61	367.359	156.323
L10	transcript1648	132.881	117.248	198.019	200.625	169.359	177.175	284.001	44.2938	104.221	85.982	2.60552	5.21103
L10	transcript1649	10.4218	59.9255	59.9255	39.0819	52.1091	46.8982	80.7692	72.9528	65.1364	20.8437	140.695	234.491
L10	transcript1650	151.115	145.904	104.217	169.353	138.088	177.169	184.985	356.944	138.088	153.72	36.476	75.5574
L10	transcript1651	96.396	59.9218	33.8689	187.581	153.713	5.21059	85.9748	187.581	10.4212	62.5271	166.739	130.265
L10	transcript1652	23.4485	72.9507	52.1077	112.031	93.7938	54.7131	132.875	166.745	44.2915	125.058	112.031	7.81615
L10	transcript1653	112.03	91.1873	127.662	171.953	153.716	101.609	59.9231	52.107	153.716	44.291	91.1873	104.214
L10	transcript1654	148.504	153.714	174.557	135.477	182.373	174.557	70.3439	5.21066	140.688	161.53	91.1865	169.346
L10	transcript1655	49.5032	31.2652	39.0815	91.1901	140.693	41.6869	148.51	127.666	31.2652	59.9249	351.733	179.775
L10	transcript1656	2.60537	31.2644	20.8429	13.0268	2.60537	31.2644	78.161	33.8698	93.7932	10.4215	91.1878	10.4215
L10	transcript1657	44.2911	20.8429	7.81608	70.3447	10.4214	54.7125	52.1072	203.218	2.60536	317.854	70.3447	49.5018
L10	transcript1658	62.5311	96.4021	65.1366	125.062	112.035	39.0819	67.742	28.6601	125.062	18.2382	62.5311	70.3475
L10	transcript1659	158.931	138.087	127.666	80.768	78.1626	161.536	156.325	130.271	169.352	28.6596	54.7138	125.06
L10	transcript1660	13.0266	15.6319	28.6584	10.4213	20.8425	57.3169	166.74	18.2372	57.3169	148.503	78.1594	31.2638
L10	transcript1661	192.792	192.792	211.029	182.371	148.502	184.976	145.897	59.9218	315.241	23.4477	54.7112	151.107
L10	transcript1662	0	15.6318	52.1059	122.449	93.7907	36.4742	26.053	41.6847	138.081	91.1854	164.134	125.054
L10	transcript1663	85.9754	93.7913	65.1329	109.423	80.7647	18.2372	161.529	67.7382	130.266	91.186	171.951	78.1594
L10	transcript1664	10.4212	10.4212	67.7378	96.396	75.5537	15.6318	257.925	208.424	117.238	184.976	125.054	88.5802
L10	transcript1665	224.074	257.945	198.019	114.642	106.826	192.808	80.7708	145.908	171.964	85.9818	46.8992	67.7432
L10	transcript1666	112.033	104.216	54.7136	96.4001	67.7406	132.876	67.7406	49.5028	41.6865	13.027	15.6325	65.1352
L10	transcript1667	0	36.476	39.0814	46.8977	91.1899	85.9791	244.91	119.85	28.6597	80.7682	101.612	187.591
L10	transcript1668	336.092	289.196	229.272	224.062	218.851	174.56	31.2644	26.0537	252.721	10.4215	140.69	195.403
L10	transcript1669	20.8436	7.81634	2.60545	44.2926	0	33.8708	2.60545	46.8981	39.0817	36.4763	213.647	198.014
L10	transcript1670	2.60537	41.6859	20.843	39.0806	39.0806	145.901	96.3987	2.60537	28.6591	18.2376	54.7128	151.111
L10	transcript1671	93.7918	148.504	151.109	93.7918	67.7385	151.109	83.3705	36.4746	117.24	26.0533	28.6586	39.0799
L10	transcript1672	143.295	166.743	80.7662	109.425	112.031	127.663	80.7662	67.7394	65.1341	62.5287	80.7662	0
L10	transcript1673	33.8696	57.3177	75.5552	57.3177	57.3177	31.2642	23.4482	83.3712	70.3445	65.1338	91.1873	49.5017
L10	transcript1674	99.0017	96.3964	106.818	104.212	52.1061	0	31.2637	132.871	145.897	31.2637	122.449	2.60531
L10	transcript1675	44.2918	83.3729	70.3459	44.2918	59.9242	62.5296	36.4756	80.7675	255.329	41.6864	46.8972	44.2918
L10	transcript1676	18.2396	59.9301	151.128	171.973	185.002	91.198	195.424	26.0566	250.143	18.2396	23.4509	5.21132
L10	transcript1677	106.824	93.7967	52.1093	143.301	151.117	101.613	83.3749	88.5858	93.7967	72.953	41.6874	7.81639
L10	transcript1678	75.5613	78.1668	112.039	80.7724	39.0834	28.6612	138.095	364.779	72.9557	52.1112	23.4501	114.645
L10	transcript1679	91.1854	83.3695	78.1589	80.7642	65.1325	46.8954	195.397	0	125.054	78.1589	218.845	221.45
L10	transcript1680	49.5022	54.713	23.4484	106.821	174.56	44.2914	198.009	190.193	187.587	122.453	91.1883	28.6592
L10	transcript1681	31.2636	36.4742	39.0795	41.6847	67.7377	23.4477	0	169.344	57.3165	192.792	91.1854	75.5536
L10	transcript1682	7.81652	13.0275	57.3212	33.8716	78.1652	54.7157	166.753	75.5597	44.2936	70.3487	46.8991	65.1377
L10	transcript1683	18.2383	15.6329	91.1917	44.2931	54.715	23.4493	91.1917	15.6329	104.219	187.594	145.907	145.907
L10	transcript1684	205.826	268.356	195.405	174.562	151.113	130.27	36.4755	88.5835	250.118	67.7403	59.9241	138.086
L10	transcript1685	26.0542	13.0271	0	31.2651	18.238	33.8705	88.5844	41.6868	57.3193	93.7953	67.741	117.244
L10	transcript1686	99.0142	36.4789	31.2676	20.8451	28.662	20.8451	88.5917	54.7184	36.4789	15.6338	171.972	151.127
L10	transcript1687	59.9328	59.9328	96.4137	122.471	104.231	132.895	83.3848	91.2021	91.2021	218.885	119.866	140.712
L10	transcript1688	46.8961	78.1602	20.8427	117.24	122.451	91.1869	46.8961	15.632	7.81602	99.0029	15.632	10.4214
L10	transcript1689	44.3004	67.7536	36.4827	88.6009	78.1772	57.33	158.96	195.443	23.4532	145.931	114.66	54.7241
L10	transcript1690	26.0542	31.265	18.2379	80.768	91.1897	5.21084	138.087	18.2379	62.5301	28.6596	127.666	114.638
L10	transcript1691	125.06	135.482	156.325	85.979	59.9248	182.38	28.6597	132.877	2.60542	31.2651	190.196	182.38
L10	transcript1692	78.1589	75.5536	229.266	36.4742	5.21059	106.817	10.4212	158.923	15.6318	112.028	119.844	184.976
L10	transcript1693	39.0827	31.2662	23.4496	15.6331	18.2386	7.81654	289.212	247.524	166.753	33.8717	7.81654	96.404
L10	transcript1694	10.4221	46.8995	31.2663	26.0553	75.5602	190.203	138.093	101.615	70.3492	130.276	44.2939	62.5326
L10	transcript1695	75.5565	101.61	138.086	127.664	151.113	65.1349	41.6863	46.8971	72.9511	151.113	28.6594	148.508
L10	transcript1696	224.094	185.008	182.402	143.316	158.95	171.979	138.104	41.6919	166.767	7.81722	80.778	39.0861
L10	transcript1697	237.1	205.834	221.467	224.072	231.889	218.861	33.8714	132.88	135.486	109.431	190.201	203.229
L10	transcript1698	2.60546	54.7147	2.60546	44.2929	78.1639	20.8437	7.81639	15.6328	75.5584	151.117	72.953	33.871
L10	transcript1699	99.002	65.1329	184.977	174.556	161.53	119.845	15.6319	109.423	140.687	179.767	114.634	44.2904
L10	transcript1700	216.277	112.047	31.269	125.076	96.4128	75.5668	161.557	62.5381	41.692	36.4805	67.7496	78.1726
L10	transcript1701	46.8958	13.0266	28.6586	78.1597	59.9224	23.4479	31.2639	109.424	2.60532	46.8958	148.503	106.818
L10	transcript1702	5.21113	0	2.60556	0	0	62.5335	36.4779	127.673	78.1669	5.21113	83.378	0
L10	transcript1703	114.638	122.454	46.8974	54.7137	54.7137	78.1624	54.7137	114.638	13.0271	15.6325	125.06	88.584
L10	transcript1704	80.7716	44.2941	39.083	10.4221	67.7439	0	20.8443	7.81661	109.433	7.81661	7.81661	36.4775
L10	transcript1705	132.882	145.909	104.221	156.331	93.7989	195.414	20.8442	78.1657	85.9823	88.5878	67.7436	57.3215
L10	transcript1706	70.3479	62.5314	99.0081	78.1643	112.036	28.6602	46.8986	31.2657	138.09	0	171.961	106.825
L10	transcript1707	15.632	7.81599	20.8426	99.0025	101.608	39.0799	57.3172	57.3172	36.4746	15.632	10.4213	7.81599
L10	transcript1708	49.5012	36.4746	0	36.4746	10.4213	85.9758	112.029	20.8426	41.6852	138.082	54.7119	122.45
L10	transcript1709	54.713	72.9507	70.3453	114.637	125.058	13.0269	171.955	72.9507	62.5292	52.1077	28.6592	18.2377
L10	transcript1710	0	59.9226	13.0266	36.4746	28.6586	10.4213	18.2373	23.448	41.6853	13.0266	96.3972	57.3172
L10	transcript1711	132.874	119.847	59.9234	83.3717	20.8429	80.7664	192.797	5.21073	41.6859	85.9771	15.6322	10.4215
L10	transcript1712	57.3244	7.81696	119.86	114.649	57.3244	41.6905	135.494	148.522	7.81696	67.747	57.3244	54.7187
L10	transcript1713	46.8965	72.9502	112.031	41.6858	0	106.82	83.3716	75.5555	138.084	36.4751	85.977	54.7126
L10	transcript1714	65.1385	151.121	67.7441	65.1385	67.7441	132.883	127.671	117.249	187.599	169.36	15.6332	52.1108
L10	transcript1715	78.1606	46.8963	83.3713	132.873	114.635	57.3177	46.8963	255.324	211.034	130.268	122.452	132.873
L10	transcript1716	13.0269	31.2646	18.2377	41.6862	39.0808	5.21077	67.74	2.60539	114.637	70.3454	93.7939	67.74
L10	transcript1717	18.2375	13.0268	104.215	18.2375	31.2644	18.2375	23.4483	46.8965	57.318	31.2644	52.1073	213.64
L10	transcript1718	44.3001	7.81766	49.5119	96.4178	36.4824	15.6353	291.859	26.0589	75.5707	5.21177	140.718	127.688
L10	transcript1719	323.059	349.112	304.822	429.877	414.245	398.613	36.4744	297.006	198.004	171.951	36.4744	83.37
L10	transcript1720	49.5016	54.7122	5.21069	114.635	112.03	75.555	5.21069	44.2909	10.4214	0	59.9229	33.8695
L10	transcript1721	28.6584	44.2902	33.869	114.634	122.449	91.1858	2.60531	177.161	28.6584	127.66	80.7645	72.9486
L10	transcript1722	132.874	130.268	91.1877	130.268	156.322	156.322	78.1609	187.586	130.268	91.1877	26.0536	156.322
L10	transcript1723	31.2639	46.8958	31.2639	2.60532	10.4213	5.21065	158.925	109.424	26.0532	70.3437	132.871	80.765
L10	transcript1724	117.249	140.698	122.46	109.432	96.4044	119.854	5.21105	39.0829	31.2663	52.1105	104.221	5.21105
L10	transcript1725	91.1887	101.61	179.772	41.6863	13.027	198.01	39.0809	13.027	200.615	44.2917	13.027	75.5564
L10	transcript1726	67.7381	46.8956	104.212	31.2637	28.6584	54.7115	237.083	96.3965	10.4212	93.7912	85.9752	46.8956
L10	transcript1727	28.6603	0	52.1096	41.6877	54.7151	10.4219	0	145.907	15.6329	122.458	57.3206	33.8712
L10	transcript1728	18.2371	23.4477	23.4477	83.3698	70.3432	18.2371	104.212	132.871	44.2902	59.922	10.4212	130.265
L10	transcript1729	31.2637	78.1592	117.239	122.449	96.3964	99.0017	140.687	198.003	268.347	156.318	125.055	57.3168
L10	transcript1730	135.48	119.847	101.61	46.8968	65.1344	96.3989	119.847	130.269	213.641	7.81613	88.5828	41.686
L10	transcript1731	132.871	78.1595	72.9489	88.5808	62.5276	127.661	148.503	36.4744	70.3435	109.423	130.266	91.1861
L10	transcript1732	54.7157	54.7157	72.9543	33.8716	65.1377	80.7708	23.4496	46.8992	93.7983	28.6606	20.8441	192.808
L10	transcript1733	54.7114	70.3433	52.1061	119.844	99.0016	88.5804	156.318	80.7645	99.0016	39.0796	88.5804	26.0531
L10	transcript1734	99.009	93.798	104.22	13.0275	59.9265	13.0275	31.266	88.587	140.697	26.055	153.724	182.385
L10	transcript1735	148.504	156.32	96.3975	182.374	190.19	145.899	138.083	83.3709	289.193	2.60534	54.7121	23.4481
L10	transcript1736	46.8955	62.5273	28.6584	20.8424	26.053	78.1591	153.713	135.476	44.2902	88.5804	46.8955	0
L10	transcript1737	78.1594	62.5275	127.66	62.5275	46.8956	75.5541	242.294	10.4213	41.685	78.1594	117.239	18.2372
L10	transcript1738	39.0858	36.4801	46.903	18.2401	67.7488	75.566	31.2687	15.6343	31.2687	54.7202	119.863	125.075
L10	transcript1739	18.2376	26.0538	33.8699	91.1881	112.031	54.7129	44.2914	18.2376	83.372	28.6591	10.4215	18.2376
L10	transcript1740	52.106	70.3431	80.7643	20.8424	2.6053	13.0265	39.0795	67.7378	112.028	109.423	184.976	135.476
L10	transcript1741	297.008	336.088	299.613	351.72	351.72	330.877	130.267	2.60533	283.981	104.213	41.6853	59.9227
L10	transcript1742	138.086	140.691	169.351	104.216	109.427	140.691	286.594	28.6594	18.2378	208.432	20.8432	234.486
L10	transcript1743	44.2911	31.2643	83.3714	117.241	75.5554	49.5018	101.609	26.0536	132.873	78.1607	13.0268	91.1875
L10	transcript1744	23.4508	41.6902	49.5071	20.8451	31.2677	28.662	18.2395	112.042	78.1692	20.8451	112.042	15.6338
L10	transcript1745	20.8424	7.81589	10.4212	83.3695	96.396	26.053	46.8954	99.0013	72.9483	41.6848	39.0795	0
L10	transcript1746	26.0537	41.686	20.843	80.7665	117.242	15.6322	184.981	26.0537	2.60537	10.4215	13.0269	31.2645
L10	transcript1747	20.8425	13.0266	0	41.685	65.1329	23.4478	101.607	70.3435	5.21063	127.66	101.607	0
L10	transcript1748	101.607	83.3695	83.3695	18.2371	54.7112	59.9218	80.7642	151.107	44.29	41.6847	7.81589	39.0795
L10	transcript1749	294.422	367.376	328.293	315.266	312.66	273.578	169.358	231.89	229.284	260.55	83.3761	135.486
L10	transcript1750	72.9484	41.6848	88.5802	41.6848	49.5007	130.265	125.054	44.2901	7.8159	23.4477	132.87	62.5272
L10	transcript1751	169.348	158.926	179.769	78.1605	130.268	7.81605	80.7659	2.60535	203.217	49.5017	41.6856	7.81605
L10	transcript1752	36.4787	96.4081	26.0562	75.5631	96.4081	33.8731	169.366	135.492	13.0281	59.9294	67.7462	20.845
L10	transcript1753	104.215	46.8969	93.7939	122.453	104.215	96.3992	75.5562	164.139	62.5292	10.4215	26.0539	20.8431
L10	transcript1754	174.561	161.534	153.718	138.086	145.902	132.875	80.7671	239.696	44.2916	375.176	31.2647	15.6323
L10	transcript1755	20.8427	62.5281	145.899	72.9494	80.7655	67.7388	169.347	99.0028	169.347	117.24	2.60534	101.608
L10	transcript1756	239.692	250.113	307.431	226.665	190.19	224.06	242.297	39.0802	356.932	109.424	88.5817	119.846
L10	transcript1757	5.21073	23.4483	52.1073	13.0268	62.5288	39.0805	106.82	7.8161	83.3717	26.0537	104.215	140.69
L10	transcript1758	78.1653	101.615	96.4039	20.8441	28.6606	85.9818	91.1928	182.386	46.8992	161.542	44.2937	78.1653
L10	transcript1759	72.9485	109.423	49.5007	33.8689	26.053	106.817	65.1326	72.9485	20.8424	28.6583	54.7113	13.0265
L10	transcript1760	169.347	200.611	234.481	190.19	179.769	130.267	213.638	2.60534	104.214	161.531	67.7389	0
L10	transcript1761	239.688	203.214	211.03	78.1592	39.0796	226.662	41.6849	174.555	83.3698	46.8955	2.60531	72.9486
L10	transcript1762	161.53	158.924	195.399	138.082	148.503	26.0532	65.133	143.293	187.583	96.3968	83.3702	26.0532
L10	transcript1763	7.81592	0	20.8424	54.7114	0	15.6318	62.5273	54.7114	49.5008	67.7379	41.6849	33.869
L10	transcript1764	231.875	216.243	237.086	114.635	164.136	184.979	31.264	114.635	101.608	125.056	99.0028	153.715
L10	transcript1765	28.6585	7.81595	15.6319	36.4744	23.4478	122.45	96.3967	67.7382	5.21063	7.81595	231.873	145.898
L10	transcript1766	20.8427	52.1069	20.8427	0	44.2908	49.5015	158.926	57.3176	2.60534	117.24	114.635	151.11
L10	transcript1767	304.821	320.453	278.768	257.925	297.005	260.531	39.0796	161.529	336.085	57.3167	31.2637	143.292
L10	transcript1768	5.21063	18.2372	28.6585	13.0266	23.4478	33.8691	23.4478	49.501	13.0266	31.2638	62.5276	112.029
L10	transcript1769	57.3179	26.0536	62.5286	0	13.0268	28.6589	119.846	2.60536	39.0804	93.7928	26.0536	143.295
L10	transcript1770	54.7113	83.3695	59.9218	109.423	104.212	78.1589	88.5801	96.396	99.0013	164.134	80.7642	96.396
L10	transcript1771	54.7119	62.5279	15.632	57.3173	65.1332	93.7919	26.0533	31.264	5.21066	83.3706	148.504	158.925
L10	transcript1772	119.844	135.476	83.37	26.0531	67.7382	15.6319	231.873	72.9488	255.321	41.685	18.2372	54.7116
L10	transcript1773	72.9606	2.60573	28.6631	28.6631	10.4229	104.229	7.8172	67.7491	138.104	20.8459	41.6917	57.3262
L10	transcript1774	341.318	351.74	297.025	377.794	398.638	349.134	93.7972	106.825	283.997	49.5041	2.60548	23.4493
L10	transcript1775	36.4742	36.4742	26.053	104.212	138.081	46.8954	20.8424	44.2901	78.1591	140.686	26.053	28.6583
L10	transcript1776	177.164	187.585	221.455	242.298	184.98	205.823	65.1338	39.0803	80.7659	52.107	10.4214	5.2107
L10	transcript1777	356.963	367.385	369.991	380.413	385.624	284.007	117.251	224.079	218.868	158.94	130.279	65.1393
L10	transcript1778	161.533	138.085	182.376	125.058	78.1613	187.587	70.3452	70.3452	31.2645	78.1613	96.399	148.507
L10	transcript1779	221.451	226.662	260.531	231.872	184.977	171.95	7.81592	52.1061	260.531	138.081	184.977	99.0016
L10	transcript1780	239.688	283.978	265.741	237.083	265.741	244.898	70.3432	96.3962	119.844	85.975	7.81591	85.975
L10	transcript1781	13.0265	44.2901	39.0795	31.2636	49.5007	70.343	117.238	52.106	26.053	15.6318	59.9218	148.502
L10	transcript1782	26.0543	44.2923	99.0062	143.299	125.061	65.1357	83.3737	143.299	99.0062	33.8706	276.175	164.142
L10	transcript1783	205.819	161.529	127.66	143.292	198.003	156.318	33.8689	78.1591	135.476	117.239	286.583	224.056
L10	transcript1784	153.717	130.269	91.1881	39.0806	13.0269	125.058	208.43	200.614	13.0269	41.686	80.7666	2.60538
L10	transcript1785	20.8436	44.2926	70.3471	13.0272	5.2109	143.3	52.109	72.9526	239.701	85.9798	65.1362	49.5035
L10	transcript1786	187.59	166.747	205.828	187.59	187.59	169.352	312.65	59.9246	195.406	31.265	28.6596	119.849
L10	transcript1787	164.14	164.14	208.432	247.513	242.302	190.194	174.562	177.167	164.14	299.621	117.243	166.745
L10	transcript1788	54.713	10.4215	7.81614	104.215	122.453	46.8968	109.426	46.8968	10.4215	80.7668	54.713	67.7399
L10	transcript1789	0	10.4214	80.7655	10.4214	31.2641	33.8694	171.952	164.136	127.662	85.9762	5.21068	59.9228
